#name	name2
NM_032291	SGIP1
NM_001282276	PRAC2
NM_001282275	PRAC2
NR_036150	MIR3185
NM_173623	TTLL6
NM_032391	PRAC1
NM_006361	HOXB13
NM_004123	GIP
NM_023079	UBE2Z
NM_005175	ATP5G1
NM_007241	SNF8
NM_001002027	ATP5G1
NM_001160423	IGF2BP1
NM_006546	IGF2BP1
NM_001159387	B4GALNT2
NM_001198754	GNGT2
NM_001159388	B4GALNT2
NM_001198755	GNGT2
NM_016428	ABI3
NM_001143804	PHOSPHO1
NM_001135186	ABI3
NM_001198756	GNGT2
NM_031498	GNGT2
NM_153446	B4GALNT2
NM_178500	PHOSPHO1
NM_001145365	ZNF652
NM_014897	ZNF652
NR_034161	FLJ40194
NR_106745	MIR6129
NR_110884	LOC102724596
NR_110882	LOC102724596
NM_002634	PHB
NM_001281497	PHB
NM_001281496	PHB
NM_001281715	PHB
NR_110805	LOC101927207
NM_007225	NXPH3
NR_103773	LOC100288866
NR_106751	MIR6165
NM_005827	SLC35B1
NM_001278784	SLC35B1
NM_001199156	KAT7
NM_001199155	KAT7
NM_007067	KAT7
NM_001199157	KAT7
NM_001199158	KAT7
NM_001077504	TAC4
NM_001077505	TAC4
NM_001077506	TAC4
NM_001242791	FLJ45513
NM_001077503	TAC4
NM_170685	TAC4
NM_001934	DLX4
NM_005220	DLX3
NM_138281	DLX4
NM_002204	ITGA3
NM_002611	PDK2
NR_038230	LOC284080
NM_001199900	PDK2
NM_001199899	PDK2
NM_001199898	PDK2
NM_174920	SAMD14
NM_005501	ITGA3
NM_001257359	SAMD14
NM_032595	PPP1R9B
NR_024192	HILS1
NM_000023	SGCA
NM_000088	COL1A1
NM_153229	TMEM92
NM_001135697	SGCA
NM_001168215	TMEM92
NR_024193	HILS1
NR_110806	LOC101927230
NR_125805	TMEM92-AS1
NM_022167	XYLT2
NM_001166131	EME1
NM_018509	LRRC59
NM_016504	MRPL27
NM_152463	EME1
NR_110010	XYLT2
NM_001288968	ACSF2
NM_025149	ACSF2
NM_018346	RSAD1
NM_001267	CHAD
NM_032133	MYCBPAP
NM_017957	EPN3
NM_001288971	ACSF2
NM_001288970	ACSF2
NM_001288969	ACSF2
NR_110232	ACSF2
NM_001288972	ACSF2
NM_198380	CACNA1G
NM_198379	CACNA1G
NM_001256327	CACNA1G
NM_198376	CACNA1G
NR_046056	CACNA1G
NM_001256326	CACNA1G
NR_046058	CACNA1G
NR_046057	CACNA1G
NR_046054	CACNA1G
NM_198378	CACNA1G
NM_001256329	CACNA1G
NM_001256325	CACNA1G
NM_001256324	CACNA1G
NM_198396	CACNA1G
NM_001256359	CACNA1G
NM_001256333	CACNA1G
NR_038439	CACNA1G-AS1
NM_198388	CACNA1G
NM_001144070	ABCC3
NM_198387	CACNA1G
NM_198386	CACNA1G
NM_001256328	CACNA1G
NM_198385	CACNA1G
NM_198384	CACNA1G
NM_198383	CACNA1G
NM_001256361	CACNA1G
NR_046055	CACNA1G
NM_001256330	CACNA1G
NM_001256334	CACNA1G
NM_198382	CACNA1G
NM_198377	CACNA1G
NM_001256360	CACNA1G
NM_001256332	CACNA1G
NM_001256331	CACNA1G
NM_018896	CACNA1G
NM_052855	ANKRD40
NR_107026	MIR8059
NM_016424	LUC7L3
NM_006107	LUC7L3
NR_073199	LINC00483
NR_038458	TOB1-AS1
NM_001243877	TOB1
NM_001243885	TOB1
NM_175575	WFIKKN2
NM_005749	TOB1
NM_001251971	SPAG9
NM_002512	NME2
NR_037149	NME1-NME2
NM_198175	NME1
NM_000269	NME1
NM_001018139	NME2
NM_001018137	NME2
NM_001018136	NME1-NME2
NM_001018138	NME2
NM_001198682	NME2
NM_016001	UTP18
NR_110751	LOC101927274
NM_001243552	C17orf112
NM_032559	KIF2B
NM_001162862	COX11
NM_001162861	COX11
NM_004375	COX11
NM_005486	TOM1L1
NR_027942	COX11
NR_027941	COX11
NM_021213	PCTP
NM_001099640	TMEM100
NM_018286	TMEM100
NM_001102402	PCTP
NM_005450	NOG
NM_001085430	C17orf67
NM_004645	COIL
NR_037408	MIR3614
NM_005082	TRIM25
NR_027025	MTVR2
NM_021626	SCPEP1
NR_002818	RNF126P1
NR_110808	LOC101927557
NR_110807	LOC101927539
NM_001282544	CCDC182
NM_016070	MRPS23
NM_001078166	SRSF1
NM_006924	SRSF1
NM_007146	VEZF1
NR_034041	SRSF1
NM_080677	DYNLL2
NR_110809	LOC101927666
NM_000502	EPX
NM_001165927	MKS1
NM_000250	MPO
NM_012374	OR4D1
NM_017777	MKS1
NR_027647	LPO
NM_006151	LPO
NM_001160102	LPO
NR_002307	MSX2P1
NM_001004707	OR4D2
NR_038412	BZRAP1-AS1
NM_004758	BZRAP1
NM_003168	SUPT4H1
NR_038410	BZRAP1-AS1
NR_039889	MIR4736
NM_024418	BZRAP1
NM_001261835	BZRAP1
NR_038413	BZRAP1-AS1
NR_038418	BZRAP1-AS1
NR_038416	BZRAP1-AS1
NR_038415	BZRAP1-AS1
NR_038414	BZRAP1-AS1
NR_029683	MIR142
NR_038411	BZRAP1-AS1
NR_038417	BZRAP1-AS1
NR_073470	SUPT4H1
NM_001198713	SEPT4
NM_001080439	HSF5
NM_004687	MTMR4
NM_004574	SEPT4
NR_037155	SEPT4
NM_080416	SEPT4
NM_001256782	SEPT4
NM_001038704	C17orf47
NM_001256822	SEPT4
NM_080415	SEPT4
NR_104196	SEPT4
NR_104197	SEPT4
NM_002876	RAD51C
NR_103873	RAD51C
NR_103872	RAD51C
NM_058216	RAD51C
NM_001100595	SKA2
NM_182620	SKA2
NR_029842	MIR301A
NR_030411	MIR454
NM_182569	GDPD1
NM_001165993	GDPD1
NM_001165994	GDPD1
NM_018149	SMG8
NR_039882	MIR4729
NM_016077	PTRH2
NM_001288653	CLTC
NM_004859	CLTC
NR_029493	MIR21
NM_001272044	RPS6KB1
NM_001272043	RPS6KB1
NM_001272042	RPS6KB1
NM_016125	RNFT1
NM_001272060	RPS6KB1
NM_016261	TUBD1
NM_001193612	TUBD1
NM_001193609	TUBD1
NM_001193613	TUBD1
NM_003161	RPS6KB1
NM_001193611	TUBD1
NM_001193610	TUBD1
NR_110816	LOC101927755
NR_027408	LOC653653
NR_039890	MIR4737
NR_030732	WFDC21P
NM_022070	HEATR6
NM_000717	CA4
NR_002999	SCARNA20
NM_181707	C17orf64
NR_126009	LOC388406
NR_125749	TBX2-AS1
NR_125750	TBX2-AS1
NR_125751	TBX2-AS1
NM_005994	TBX2
NM_203425	C17orf82
NM_018488	TBX4
NM_199290	NACA2
NR_026641	INTS2
NM_020748	INTS2
NR_027486	TBC1D3P2
NM_173503	EFCAB3
NM_001144933	EFCAB3
NM_181725	METTL2A
NM_006039	MRC2
NR_030363	MIR633
NM_001178057	ACE
NM_000789	ACE
NM_152830	ACE
NM_001915	CYB561
NM_001017917	CYB561
NM_001017916	CYB561
NM_016360	TACO1
NM_005828	DCAF7
NR_073585	DCAF7
NR_046273	LOC729683
NM_030576	LIMD2
NM_020198	CCDC47
NM_001165969	STRADA
NM_001165970	STRADA
NM_153335	STRADA
NM_001003786	STRADA
NM_001003788	STRADA
NM_001003787	STRADA
NM_022556	GH2
NM_001098426	SMARCD2
NM_017647	FTSJ3
NM_022580	CSHL1
NM_022579	CSHL1
NM_002059	GH2
NM_002805	PSMC5
NM_022644	CSH2
NM_001317	CSH1
NR_002947	TCAM1P
NM_022559	GH1
NM_022645	CSH2
NM_022557	GH2
NM_001318	CSHL1
NM_022581	CSHL1
NM_020991	CSH2
NM_022560	GH1
NM_001199163	PSMC5
NM_022558	GH2
NM_000515	GH1
NM_001191030	PRR29
NM_001191029	PRR29
NM_001099786	ICAM2
NM_001191031	PRR29
NM_000873	ICAM2
NM_000334	SCN4A
NM_001164257	PRR29
NM_021602	CD79B
NM_001039933	CD79B
NM_000626	CD79B
NM_001099789	ICAM2
NM_001099788	ICAM2
NM_001099787	ICAM2
NR_126169	LOC400612
NR_004380	SNORD104
NR_002995	SNORA76C
NM_007215	POLG2
NR_039969	MIR5047
NR_039891	MIR3064
NM_000442	PECAM1
NM_004396	DDX5
NM_001291316	MILR1
NM_001291317	MILR1
NM_001085423	MILR1
NR_027487	LOC146880
NR_106728	MIR6080
NR_026899	LOC146880
NR_036271	MIR4315-2
NR_036199	MIR4315-1
NR_026903	AMZ2P1
NR_110801	LOC100507002
NM_004655	AXIN2
NR_110822	PRKCA-AS1
NR_030364	MIR634
NM_000727	CACNG1
NM_002816	PSMD12
NM_174871	PSMD12
NR_003706	SNORA38B
NM_001303272	NOL11
NM_015462	NOL11
NM_181656	C17orf58
NM_002266	KPNA2
NM_181655	C17orf58
NR_027418	LINC00674
NM_001033571	AMZ2
NM_016627	AMZ2
NM_001033570	AMZ2
NM_001033569	AMZ2
NM_001174166	SLC16A6
NM_004694	SLC16A6
NM_001033572	AMZ2
NM_001289056	AMZ2
NM_001289054	AMZ2
NM_001033574	AMZ2
NR_027283	LOC440461
NR_030365	MIR635
NM_002734	PRKAR1A
NM_001276290	PRKAR1A
NR_027751	FAM20A
NM_212471	PRKAR1A
NM_001276289	PRKAR1A
NM_212472	PRKAR1A
NR_110825	LINC01482
NM_007168	ABCA8
NM_001288985	ABCA8
NM_001288986	ABCA8
NR_039750	MIR4524A
NR_049834	MIR4524B
NR_126414	ABCA9-AS1
NM_018672	ABCA5
NM_172232	ABCA5
NR_110875	LINC01497
NR_110874	LINC01497
NM_018658	KCNJ16
NR_104129	LINC01028
NM_001291624	KCNJ16
NM_001291623	KCNJ16
NM_170741	KCNJ16
NM_001291625	KCNJ16
NM_001270422	KCNJ16
NM_001291622	KCNJ16
NR_104130	LINC01028
NM_170742	KCNJ16
NM_000891	KCNJ2
NR_036534	KCNJ2-AS1
NR_104152	CASC17
NR_110132	LINC01152
NR_103737	SOX9-AS1
NM_000346	SOX9
NR_103738	SOX9-AS1
NR_110124	LINC01152
NR_110877	LOC102723517
NR_110827	LOC101928205
NR_110876	LOC102723505
NR_033876	LINC00511
NM_001050	SSTR2
NM_032837	FAM104A
NM_017941	C17orf80
NM_001129885	CPSF4L
NM_001098832	FAM104A
NM_001289412	FAM104A
NM_018714	COG1
NM_001100622	C17orf80
NM_001100621	C17orf80
NM_001289410	FAM104A
NM_001288771	C17orf80
NM_001288770	C17orf80
NR_110105	C17orf80
NM_001289411	FAM104A
NM_001278587	LOC100134391
NR_027146	LINC00469
NR_040020	LOC400620
NM_000999	RPL38
NR_026914	MGC16275
NM_001035258	RPL38
NM_001172810	DNAI2
NM_052869	TTYH2
NM_023036	DNAI2
NM_001256841	CD300A
NM_007261	CD300A
NM_018653	GPRC5C
NM_022036	GPRC5C
NM_181790	GPR142
NM_001080466	BTBD17
NM_174892	CD300LB
NM_001302809	C17orf77
NM_152460	C17orf77
NM_006678	CD300C
NM_001115152	CD300LD
NM_175738	RAB37
NM_001163989	RAB37
NR_037409	MIR3615
NM_139018	CD300LF
NM_001163990	RAB37
NM_001006638	RAB37
NM_001289087	CD300LF
NM_001289086	CD300LF
NM_001289085	CD300LF
NM_001289084	CD300LF
NM_001289083	CD300LF
NM_001289082	CD300LF
NR_110298	CD300LF
NM_017728	TMEM104
NM_001258015	FDXR
NM_015654	NAT9
NM_000835	GRIN2C
NM_001278553	GRIN2C
NM_001258013	FDXR
NR_103735	GRIN2C
NR_047576	FDXR
NM_001258016	FDXR
NM_001258012	FDXR
NM_001258014	FDXR
NM_004110	FDXR
NM_024417	FDXR
NM_178233	OTOP3
NM_173477	USH1G
NM_014603	CDR2L
NM_001282489	USH1G
NM_001272005	OTOP3
NM_030630	HID1
NM_178160	OTOP2
NR_110878	HID1-AS1
NM_001252377	NT5C
NR_045513	NT5C
NM_006356	ATP5H
NM_024585	ARMC7
NM_014595	NT5C
NM_004695	SLC16A5
NM_001271765	SLC16A5
NM_001304272	ARMC7
NM_001304273	ARMC7
NM_001304271	ARMC7
NR_110834	KCTD2
NM_015353	KCTD2
NR_110835	KCTD2
NM_001003785	ATP5H
NM_001303265	ICT1
NM_001545	ICT1
NM_001172703	GGA3
NM_014001	GGA3
NM_006937	SUMO2
NM_138619	GGA3
NM_001172704	GGA3
NM_001242500	MIF4GD
NM_020679	MIF4GD
NM_001242498	MIF4GD
NM_001242501	MIF4GD
NM_015971	MRPS7
NM_001291641	GGA3
NM_001291642	GGA3
NM_001005849	SUMO2
NM_001303276	NUP85
NM_024844	NUP85
NM_001142643	CASKIN2
NM_207346	TSEN54
NM_014738	KIAA0195
NR_037449	MIR3678
NR_106843	MIR6785
NM_020753	CASKIN2
NM_001162997	SMIM6
NM_001162995	SMIM5
NR_028439	SMIM5
NR_003587	MYO15B
NR_126037	SAP30BP
NR_126036	SAP30BP
NM_013260	SAP30BP
NM_000154	GALK1
NR_039892	MIR4738
NM_000213	ITGB4
NR_038131	UNK
NM_001301855	SAP30BP
NM_001005731	ITGB4
NM_001005619	ITGB4
NM_001301839	SAP30BP
NM_005324	H3F3B
NM_199242	UNC13D
NM_033452	TRIM47
NM_032478	MRPL38
NM_173547	TRIM65
NM_012478	WBP2
NM_001256124	TRIM65
NM_004035	ACOX1
NM_001185039	ACOX1
NM_001258	CDK3
NM_007292	ACOX1
NM_001988	EVPL
NR_037709	TEN1-CDK3
NM_001113324	TEN1
NM_001260503	SRP68
NM_001145298	EXOC7
NM_001145297	EXOC7
NM_180990	ZACN
NM_001282314	EXOC7
NM_003857	GALR2
NM_001145299	EXOC7
NR_106928	MIR6868
NM_001013839	EXOC7
NM_015219	EXOC7
NM_001282313	EXOC7
NM_001454	FOXJ1
NR_040017	RNF157-AS1
NM_182565	UBALD2
NM_032134	QRICH2
NR_130649	QRICH2
NM_182965	SPHK1
NM_001142602	SPHK1
NM_001142601	SPHK1
NM_021972	SPHK1
NR_038111	SNHG16
NR_038110	SNHG16
NR_038109	SNHG16
NR_038108	SNHG16
NM_134268	CYGB
NM_024599	RHBDF2
NR_033357	PRCD
NR_004396	SNORD1B
NR_004395	SNORD1A
NM_001088	AANAT
NR_004397	SNORD1C
NM_001166579	AANAT
NM_001077620	PRCD
NR_110548	AANAT
NM_001005498	RHBDF2
NM_018414	ST6GALNAC1
NM_198530	MXRA7
NR_110309	ST6GALNAC1
NM_001008528	MXRA7
NM_001008529	MXRA7
NM_001289107	ST6GALNAC1
NM_003016	SRSF2
NM_001080510	METTL23
NM_001195427	SRSF2
NM_001242533	MFSD11
NM_001242532	MFSD11
NM_024311	MFSD11
NM_001206984	METTL23
NR_036608	SRSF2
NM_001206983	METTL23
NM_015167	JMJD6
NR_030366	MIR636
NM_001242534	MFSD11
NM_001242535	MFSD11
NM_001242537	MFSD11
NM_001242536	MFSD11
NR_110837	LOC101928514
NM_001206985	METTL23
NM_001206986	METTL23
NM_001206987	METTL23
NM_001302703	METTL23
NM_001302704	METTL23
NM_001302705	METTL23
NR_038193	METTL23
NM_001199172	MGAT5B
NM_144677	MGAT5B
NM_198955	MGAT5B
NR_003013	SCARNA16
NR_027058	SNHG20
NR_106997	MIR6516
NM_001144001	SEC14L1
NM_001143999	SEC14L1
NM_001143998	SEC14L1
NM_003003	SEC14L1
NM_001039573	SEC14L1
NM_001113494	SEPT9
NM_001293696	SEPT9
NM_001113496	SEPT9
NM_001113493	SEPT9
NR_036200	MIR4316
NM_001113495	SEPT9
NM_001293698	SEPT9
NM_001293697	SEPT9
NR_040050	LOC100507351
NR_104134	LOC100132174
NR_028337	FLJ45079
NM_007267	TMC6
NM_152468	TMC8
NM_001127198	TMC6
NR_040071	TNRC6C-AS1
NM_001145526	AFMID
NM_001204212	TMEM235
NM_003258	TK1
NM_004710	SYNGR2
NM_001168	BIRC5
NM_001204211	TMEM235
NM_001204210	TMEM235
NR_027083	AFMID
NR_073178	LOC100996291
NM_001012271	BIRC5
NM_001012270	BIRC5
NM_001010982	AFMID
NM_003955	SOCS3
NR_110847	LOC101928674
NR_110846	LOC101928674
NR_110845	LOC101928674
NR_102401	DNAH17-AS1
NR_110848	LOC101928710
NR_110849	LOC101928710
NM_003255	TIMP2
NM_001243541	KIAA1731NL
NM_001243540	KIAA1731NL
NR_040018	C1QTNF1-AS1
NM_001159773	CANT1
NR_040019	C1QTNF1-AS1
NM_030968	C1QTNF1
NM_138793	CANT1
NM_005567	LGALS3BP
NM_001159772	CANT1
NM_153372	C1QTNF1
NM_198594	C1QTNF1
NM_198593	C1QTNF1
NR_049769	C1QTNF1
NM_001042573	ENGASE
NR_039893	MIR4739
NM_178543	ENPP7
NR_109783	HP09025
NM_005189	CBX2
NM_020649	CBX8
NM_032647	CBX2
NM_003655	CBX4
NM_001271844	TBC1D16
NM_001271846	TBC1D16
NM_001271845	TBC1D16
NR_110851	LOC101928738
NR_110850	LOC101928766
NM_000152	GAA
NM_001243342	CCDC40
NM_017950	CCDC40
NM_001079803	GAA
NM_001079804	GAA
NM_000199	SGSH
NM_001166348	SLC26A11
NM_024110	CARD14
NR_047566	CARD14
NM_001257970	CARD14
NM_001166349	SLC26A11
NM_001166347	SLC26A11
NM_052819	CARD14
NM_173626	SLC26A11
NM_001164638	ENDOV
NM_001164637	ENDOV
NM_173627	ENDOV
NM_002522	NPTX1
NR_039883	MIR4730
NR_110852	LOC101928855
NM_024591	CHMP6
NR_026857	BAIAP2-AS1
NR_029897	MIR338
NM_001080395	AATK
NR_036151	MIR3065
NR_030394	MIR657
NR_027255	AATK-AS1
NR_031652	MIR1250
NM_004920	AATK
NM_001037984	SLC38A10
NM_144679	ENTHD2
NR_038080	LINC00482
NM_138570	SLC38A10
NM_001086521	C17orf89
NR_039894	MIR4740
NR_036152	MIR3186
NM_001272086	LOC100130370
NM_001614	ACTG1
NR_037688	ACTG1
NM_001199954	ACTG1
NM_025161	C17orf70
NR_033338	C17orf70
NM_012418	FSCN2
NM_001077182	FSCN2
NR_130140	NPLOC4
NR_130139	NPLOC4
NM_004712	HGS
NM_002949	MRPL12
NM_012140	SLC25A10
NM_199287	CCDC137
NM_001270953	SLC25A10
NM_001270888	SLC25A10
NM_002602	PDE6G
NR_026872	PDE6G
NM_001040025	ARL16
NM_001039842	OXLD1
NR_106844	MIR6786
NM_001290212	TSPAN10
NM_031945	TSPAN10
NR_110866	TSPAN10
NM_000918	P4HB
NM_001093767	FAM195B
NM_207368	FAM195B
NM_000160	GCGR
NM_001288799	FAM195B
NM_001288798	FAM195B
NM_001007533	PPP1R27
NM_001256435	PCYT2
NM_001185078	ARHGDIA
NM_001289416	ANAPC11
NM_001301240	ARHGDIA
NM_001282281	PYCR1
NM_001282280	PYCR1
NM_001282279	PYCR1
NM_016538	SIRT7
NM_001145113	MYADML2
NM_002359	MAFG
NM_001282203	PCYT2
NM_001301243	ARHGDIA
NM_178493	NOTUM
NM_001184917	PCYT2
NM_001289417	ANAPC11
NM_004309	ARHGDIA
NR_125441	ARHGDIA
NM_001301241	ARHGDIA
NM_001002245	ANAPC11
NM_001002246	ANAPC11
NM_001002247	ANAPC11
NM_001002248	ANAPC11
NM_001301242	ARHGDIA
NM_001289420	ANAPC11
NM_005782	ALYREF
NM_148896	NPB
NM_002861	PCYT2
NM_006907	PYCR1
NM_001256434	PCYT2
NM_001256433	PCYT2
NM_001185077	ARHGDIA
NM_032711	MAFG
NR_015454	MAFG-AS1
NM_016476	ANAPC11
NM_153824	PYCR1
NM_001282204	PCYT2
NM_001002249	ANAPC11
NM_001002244	ANAPC11
NM_001289415	ANAPC11
NM_001289414	ANAPC11
NM_001289419	ANAPC11
NM_001289418	ANAPC11
NM_005052	RAC3
NM_002917	RFNG
NM_004127	GPS1
NM_144999	LRRC45
NM_144998	STRA13
NM_022156	DUS1L
NM_004104	FASN
NM_016286	DCXR
NM_001195218	DCXR
NM_001271007	STRA13
NM_212492	GPS1
NM_001271006	STRA13
NM_001042423	SLC16A3
NM_001042422	SLC16A3
NM_001206951	SLC16A3
NM_001206950	SLC16A3
NM_004207	SLC16A3
NM_001206952	SLC16A3
NR_106845	MIR6787
NM_003004	SECTM1
NM_006137	CD7
NM_018949	UTS2R
NM_207459	TEX19
NR_036519	C17orf62
NM_031968	NARF
NM_173620	HEXDC
NM_001083608	NARF
NM_001193657	C17orf62
NM_012336	NARF
NM_001193654	C17orf62
NM_001193655	C17orf62
NM_001193653	C17orf62
NR_036517	C17orf62
NR_036516	C17orf62
NR_036514	C17orf62
NR_036518	C17orf62
NM_001100407	C17orf62
NM_001033046	C17orf62
NM_001100408	C17orf62
NM_001038618	NARF
NM_019613	WDR45B
NM_006822	RAB40B
NR_046408	FN3KRP
NR_039751	MIR4525
NM_022158	FN3K
NM_024619	FN3KRP
NM_024702	ZNF750
NM_001004431	METRNL
NR_029406	FLJ43681
NM_152721	DOK6
NM_001201476	C18orf21
NM_002845	PTPRM
NM_001201475	C18orf21
NM_001201474	C18orf21
NM_001105244	PTPRM
NM_031446	C18orf21
NM_005215	DCC
NR_110792	LINC01478
NM_019856	MYOM1
NM_003803	MYOM1
NM_173464	L3MBTL4
NM_004746	DLGAP1
NR_015389	LINC00667
NM_001242761	DLGAP1
NM_181481	LDLRAD4
NM_001128626	SPIRE1
NM_020148	SPIRE1
NM_001128627	SPIRE1
NM_001276249	LDLRAD4
NM_153000	APCDD1
NM_181482	LDLRAD4
NM_001003675	LDLRAD4
NM_001003674	LDLRAD4
NM_018439	IMPACT
NM_001136205	KCTD1
NM_001258221	KCTD1
NM_001142730	KCTD1
NM_001142966	GREB1L
NM_032933	TMEM241
NM_198991	KCTD1
NM_001258222	KCTD1
NM_003787	NOL4
NM_001282527	NOL4
NM_001198548	NOL4
NM_001198547	NOL4
NM_001198546	NOL4
NM_001198549	NOL4
NR_046174	LINC00907
NR_046458	LINC00907
NR_046454	LINC00907
NR_046457	LINC00907
NR_046456	LINC00907
NM_020776	KIAA1328
NR_046455	LINC00907
NM_002747	MAPK4
NM_001142397	CTIF
NM_001292040	MAPK4
NM_001242692	SLC14A2
NM_152470	RNF165
NM_001292039	MAPK4
NM_014772	CTIF
NM_001256758	RNF165
NM_052834	WDR7
NM_018181	ZNF532
NM_015285	WDR7
NM_012327	PIGN
NM_000633	BCL2
NM_176787	PIGN
NR_033881	LOC284294
NM_001146190	ZNF407
NR_038325	LINC01541
NM_001146189	ZNF407
NM_017757	ZNF407
NR_038326	LINC01541
NM_130386	COLEC12
NM_005131	THOC1
NM_005433	YES1
NM_001012716	TYMSOS
NR_023925	LINC00470
NR_023927	LINC00470
NR_023926	LINC00470
NR_110327	LINC00470
NM_032048	EMILIN2
NM_015295	SMCHD1
NM_001144944	MYL12B
NM_001144945	MYL12B
NM_001242763	DLGAP1
NM_001242766	DLGAP1
NM_033546	MYL12B
NM_001003809	DLGAP1
NM_001242762	DLGAP1
NM_001242765	DLGAP1
NM_001242764	DLGAP1
NR_038839	MIR3976HG
NM_001281535	EPB41L3
NM_001281533	EPB41L3
NM_012307	EPB41L3
NM_001281534	EPB41L3
NM_005559	LAMA1
NR_120518	LINC01387
NM_001204056	ANKRD12
NM_015210	MTCL1
NM_015208	ANKRD12
NM_001083625	ANKRD12
NM_006868	RAB31
NM_005134	PPP4R1
NM_001042388	PPP4R1
NR_052003	PPP4R1
NM_022068	PIEZO2
NM_001303530	TUBB6
NM_001303525	TUBB6
NM_001303528	TUBB6
NM_001303529	TUBB6
NM_032525	TUBB6
NM_001142339	GNAL
NM_182978	GNAL
NM_001303524	TUBB6
NM_001261443	GNAL
NM_001303526	TUBB6
NM_001303527	TUBB6
NM_002828	PTPN2
NM_031216	SEH1L
NM_032142	CEP192
NM_080422	PTPN2
NM_080423	PTPN2
NM_147163	PSMG2
NM_020232	PSMG2
NM_001207013	PTPN2
NM_001013437	SEH1L
NM_003799	RNMT
NM_000529	MC2R
NM_001291911	MC2R
NM_001145029	ANKRD30B
NM_005406	ROCK1
NM_052911	ESCO1
NM_138340	ABHD3
NM_020774	MIB1
NM_002894	RBBP8
NM_203292	RBBP8
NM_203291	RBBP8
NR_110782	LOC101927571
NR_075076	C18orf8
NM_001242508	OSBPL1A
NM_173505	ANKRD29
NM_001135993	TTC39C
NM_080597	OSBPL1A
NM_013326	C18orf8
NM_153211	TTC39C
NM_018030	OSBPL1A
NM_001276342	C18orf8
NR_075075	C18orf8
NR_130106	LAMA3
NM_001127717	LAMA3
NM_198129	LAMA3
NM_000227	LAMA3
NM_001127718	LAMA3
NM_015461	ZNF521
NM_001293725	TAF4B
NM_005640	TAF4B
NM_144662	PSMA8
NM_001025096	PSMA8
NM_001025097	PSMA8
NR_121653	TAF4B
NM_031422	CHST9
NM_001256316	CHST9
NR_026908	AQP4-AS1
NM_001792	CDH2
NM_001943	DSG2
NM_024423	DSC3
NM_177986	DSG4
NM_001134453	DSG4
NM_001941	DSC3
NM_004775	B4GALT6
NR_110785	DSCAS
NR_110788	DSG1-AS1
NM_020805	KLHL14
NM_022751	GAREM
NM_001242409	GAREM
NM_014939	TRAPPC8
NM_017831	RNF125
NM_198995	CCDC178
NM_030632	ASXL3
NM_001105528	CCDC178
NM_001198939	DTNA
NM_001198938	DTNA
NM_001198941	DTNA
NM_001392	DTNA
NM_001391	DTNA
NM_032978	DTNA
NM_032975	DTNA
NM_001198945	DTNA
NM_001198940	DTNA
NM_001390	DTNA
NM_032979	DTNA
NM_001128175	DTNA
NM_001256420	MAPRE2
NM_014268	MAPRE2
NM_001143826	MAPRE2
NM_001143827	MAPRE2
NR_046177	MAPRE2
NM_017947	MOCOS
NM_001281740	FHOD3
NM_025135	FHOD3
NM_001281739	FHOD3
NM_001025089	CELF4
NM_020180	CELF4
NM_001025088	CELF4
NM_001025087	CELF4
NR_024391	LINC00669
NM_002647	PIK3C3
NM_001272077	RIT2
NM_002930	RIT2
NM_015559	SETBP1
NM_001130110	SETBP1
NM_145055	C18orf25
NM_007163	SLC14A2
NM_024430	PSTPIP2
NM_020964	EPG5
NM_001008239	C18orf25
NM_016097	IER3IP1
NM_004671	PIAS2
NM_144612	LOXHD1
NM_173206	PIAS2
NM_031303	KATNAL2
NM_013305	ST8SIA5
NM_001039360	ZBTB7C
NM_017653	DYM
NM_006111	ACAA2
NM_001080467	MYO5B
NM_018696	ELAC1
NR_040074	LOC100287225
NR_110798	LOC102724651
NR_110234	C18orf54
NM_173529	C18orf54
NM_001288980	C18orf54
NM_001288981	C18orf54
NM_001288982	C18orf54
NM_001083962	TCF4
NM_003199	TCF4
NM_004163	RAB27B
NM_001243232	TCF4
NM_001243230	TCF4
NM_001243231	TCF4
NM_001243235	TCF4
NM_001243234	TCF4
NM_001243226	TCF4
NM_001243228	TCF4
NM_001243233	TCF4
NM_001243227	TCF4
NM_001243236	TCF4
NM_005603	ATP8B1
NM_001242804	LOC100505549
NM_015277	NEDD4L
NM_001144965	NEDD4L
NM_001144970	NEDD4L
NM_173844	MALT1
NM_001144968	NEDD4L
NM_006785	MALT1
NM_001144971	NEDD4L
NM_001144969	NEDD4L
NM_001144967	NEDD4L
NM_001144966	NEDD4L
NM_001144964	NEDD4L
NM_052947	ALPK2
NM_001243960	NEDD4L
NM_133459	CCBE1
NM_005570	LMAN1
NM_173557	RNF152
NM_194449	PHLPP1
NM_020854	KIAA1468
NM_003839	TNFRSF11A
NM_001278268	TNFRSF11A
NM_001270949	TNFRSF11A
NM_001270950	TNFRSF11A
NM_001270951	TNFRSF11A
NM_004869	VPS4B
NM_004361	CDH7
NM_033646	CDH7
NR_073130	CDH19
NM_021153	CDH19
NM_001271028	CDH19
NR_033921	LOC643542
NM_024781	CCDC102B
NM_001093729	CCDC102B
NM_173630	RTTN
NM_001201465	NETO1
NM_138966	NETO1
NM_138999	NETO1
NR_034133	LOC400655
NM_001190807	CYB5A
NM_148923	CYB5A
NM_032649	CNDP1
NM_001914	CYB5A
NM_001037331	SMIM21
NM_001303482	SMIM21
NM_014643	ZNF516
