#name	name2
NM_032291	SGIP1
NM_024504	PRDM14
NM_001287259	XKR9
NM_001287260	XKR9
NM_001287258	XKR9
NM_001011720	XKR9
NM_007332	TRPA1
NM_153225	SBSPON
NM_000971	RPL7
NR_038406	STAU2-AS1
NM_001204863	TCEB1
NR_033334	TMEM70
NM_001287143	TPD52
NM_001444	FABP5
NM_152284	CHMP4C
NM_001170796	ZFAND1
NM_024699	ZFAND1
NM_198584	CA13
NM_005181	CA3
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NR_003594	REXO1L2P
NM_033126	PSKH2
NM_138817	SLC7A13
NM_016033	RMDN1
NM_003821	RIPK2
NR_046114	FLJ46284
NM_001142301	TMEM67
NM_181702	GEM
NM_005261	GEM
NM_001205262	RAD54B
NM_181787	DPY19L4
NR_045639	UQCRB
NM_033512	TSPYL5
NM_148174	AZIN1
NR_102337	SLC25A32
NR_102338	SLC25A32
NM_015420	DCAF13
NM_001385	DPYS
NM_001128211	NUDCD1
NM_032334	UTP23
NM_006265	RAD21
NR_033886	RAD21-AS1
NM_001025357	AARD
NM_052886	MAL2
NM_001081675	KLHL38
NM_144963	FAM91A1
NM_017956	TRMT12
NM_007218	RNF139
NR_108047	RNF139-AS1
NM_003129	SQLE
NR_045262	PCAT1
NR_109833	PRNCR1
NR_108049	CCAT1
NM_031415	GSDMC
NM_014957	DENND3
NM_005293	GPR20
NM_015193	ARC
NM_003724	JRK
NM_000498	CYP11B2
NM_001026213	CYP11B1
NR_026913	LOC100133669
NM_173687	C8orf31
NM_001130053	EEF1D
NM_001100878	MROH6
NM_001288809	ZNF707
NM_001288808	ZNF707
NM_001288807	ZNF707
NR_110193	ZNF707
NM_001288805	ZNF707
NM_014789	ZNF623
NR_033849	FAM83H-AS1
NR_110190	ZNF707
NM_031308	EPPK1
NM_174922	ADCK5
NM_001280561	TMEM249
NM_013432	TONSL
NM_004260	RECQL4
NM_030580	ZNF34
NM_138367	ZNF251
NM_006958	ZNF16
NM_023080	C8orf33
NM_130391	PTPRD
NM_001244752	ANKRD18B
NM_017637	BNC2
NM_139045	SMARCA2
NM_173550	CCDC171
NM_178566	ZDHHC21
NR_047541	CDKN2B-AS1
NR_047539	CDKN2B-AS1
NR_047538	CDKN2B-AS1
NR_047532	CDKN2B-AS1
NM_001040272	ADAMTSL1
NM_174938	FRMD3
NM_001193331	C9orf3
NR_034157	LINC01501
NM_001001662	ZNF782
NM_001855	COL15A1
NM_001145369	PTPN3
NM_133465	KIAA1958
NM_001287036	KIAA1958
NM_001007169	ZNF483
NM_001123355	PPP6C
NM_001145356	CBWD1
NR_015375	VLDLR-AS1
NM_001199856	AK3
NM_001199852	AK3
NM_001199853	AK3
NM_001135920	RIC1
NM_001146694	KDM4C
NM_001146695	KDM4C
NR_046386	UHRF2
NM_001261407	MPDZ
NM_005596	NFIB
NM_001128217	PSIP1
NM_001114395	CNTLN
NM_153707	FAM154A
NM_001287049	FAM154A
NM_004529	MLLT3
NM_001286691	MLLT3
NR_038977	LINC01239
NM_001167575	CAAP1
NM_022901	LRRC19
NM_001099223	IFT74
NM_000459	TEK
NM_024761	MOB3B
NM_147134	NFX1
NM_001497	B4GALT1
NM_001280551	PAX5
NR_103999	PAX5
NR_024873	SLC25A51
NR_024872	SLC25A51
NM_033655	CNTNAP3
NM_001201380	CNTNAP3B
NM_001012421	ANKRD20A2
NR_034006	LOC100132352
NM_001278243	ZFAND5
NM_001177310	TRPM6
NM_001177311	TRPM6
NM_015225	PRUNE2
NM_002072	GNAQ
NM_005077	TLE1
NM_001018066	NTRK2
NM_001018065	NTRK2
NR_027471	LOC440173
NM_006378	SEMA4D
NR_038882	LOC286370
NR_109795	LINC01508
NM_001135052	SYK
NR_015444	LOC100128076
NR_033838	LOC158435
NR_104627	SLC35D2
NR_036526	LOC100499484
NM_003389	CORO2A
NM_003692	TMEFF1
NM_014425	INVS
NM_005502	ABCA1
NM_001286730	SLC44A1
NM_003640	IKBKAP
NM_019114	EPB41L4B
NM_001198656	AKAP2
NM_022486	SUSD1
NM_001198664	GNG10
NM_001282640	SUSD1
NR_024376	FAM225B
NM_001859	SLC31A1
NM_001012994	SNX30
NM_002160	TNC
NR_033973	ASTN2-AS1
NM_001184735	ASTN2
NM_002581	PAPPA
NM_198186	ASTN2
NM_001080497	MEGF9
NM_198194	STOM
NR_073037	STOM
NM_001173512	MRRF
NM_024820	DENND1A
NM_020946	DENND1A
NM_173690	SCAI
NM_001282680	GAPVD1
NR_024123	PBX3
NM_001099270	ZBTB34
NM_014636	RALGPS1
NM_001011703	MVB12B
NM_001257976	CIZ1
NM_004878	PTGES
NM_006059	LAMC3
NM_001253881	MED27
NM_003371	VAV2
NM_002957	RXRA
NM_000093	COL5A1
NM_152286	PNPLA7
NM_001243812	CACNA1B
NM_000718	CACNA1B
NM_182905	WASH1
NM_152569	C9orf66
NM_004170	SLC1A1
NM_203453	PPAPDC2
NM_001039395	SPATA6L
NM_017913	CDC37L1
NM_012416	RANBP6
NM_001017969	KIAA2026
NM_000550	TYRP1
NM_203403	LURAP1L
NM_001010	RPS6
NM_001010887	ACER2
NM_002177	IFNW1
NR_036676	IFNA22P
NM_176891	IFNE
NM_002451	MTAP
NM_001195132	CDKN2A
NM_001004125	TUSC1
NR_046204	LINC01242
NM_153809	TAF1L
NM_018225	SMU1
NM_001195536	CHMP5
NM_001170	AQP7
NR_003573	ANXA2P2
NR_023917	PTENP1
NM_015397	DCAF12
NM_020702	KIAA1161
NM_015297	KIAA1045
NM_025182	FAM214B
NM_014450	SIT1
NM_032818	ARHGEF39
NR_024006	LINC00950
NM_001190384	GNE
NM_001190383	GNE
NM_001256692	MELK
NR_036592	EBLN3
NM_014907	FRMPD1
NM_147195	ANKRD18A
NM_001085452	SPATA31A1
NM_001085452	SPATA31A1
NR_026801	FAM74A3
NM_033160	ZNF658
NM_001113541	SPATA31A5
NM_001113541	SPATA31A5
NR_003670	KGFLP2
NR_015363	GLIDR
NM_001012421	ANKRD20A2
NR_026759	FAM95B1
NM_199244	FOXD4L4
NR_046175	LOC286297
NR_026759	FAM95B1
NR_027472	LOC642929
NR_103714	FAM27E2
NR_103714	FAM27E2
NR_047527	KGFLP1
NM_001113541	SPATA31A5
NR_024496	PTGER4P2-CDK2AP2P2
NR_046175	LOC286297
NR_002817	AQP7P1
NR_103833	FAM27E3
NM_032250	ANKRD20A1
NR_039689	MIR4477B
NR_033907	LOC642236
NR_034006	LOC100132352
NR_031629	MIR1299
NR_015361	LOC440896
NR_002836	PGM5P2
NM_001098805	ANKRD20A4
NM_001126334	FOXD4L5
NM_199244	FOXD4L4
NM_199135	FOXD4L3
NM_153237	TMEM252
NM_138333	FAM122A
NM_000144	FXN
NM_181425	FXN
NM_001025780	ABHD17B
NR_015342	PCA3
NM_207416	SPATA31D3
NM_152573	RASEF
NM_031263	HNRNPK
NM_031262	HNRNPK
NM_024945	RMI1
NM_016548	GOLM1
NM_177937	GOLM1
NM_030940	ISCA1
NR_049794	LOC100506834
NR_040117	LOC392364
NM_178828	SPATA31E1
NR_033405	CTSLP8
NM_012119	CDK20
NM_178432	CDK20
NM_001166137	SPATA31C2
NM_145283	NXNL2
NM_001161625	NXNL2
NM_001827	CKS2
NM_001282690	SECISBP2
NR_033912	LOC100129316
NM_178324	SPTLC1
NR_046106	NOL8
NR_036505	LOC100128361
NM_015250	BICD2
NM_001003800	BICD2
NM_031486	ZNF484
NM_014612	FAM120A
NR_033937	LOC100132077
NR_023390	LINC00476
NR_026792	LOC441455
NM_014930	ZNF510
NM_001170741	NUTM2G
NR_028350	LOC441454
NR_038890	LOC100132781
NM_001045477	NUTM2G
NM_001333	CTSV
NM_001201575	CTSV
NR_026847	LOC286359
NM_139246	TSTD2
NM_006401	ANP32B
NM_016481	C9orf156
NM_014788	TRIM14
NM_173551	ANKS6
NM_004612	TGFBR1
NM_173200	NR4A3
NM_006981	NR4A3
NM_017746	TEX10
NM_001018116	MURC
NM_001127610	BAAT
NM_019051	MRPL50
NM_001701	BAAT
NM_019592	RNF20
NM_006444	SMC2
NM_001004483	OR13C8
NM_001004484	OR13D1
NM_001004482	OR13C5
NM_001004481	OR13C2
NM_001001956	OR13C9
NR_024011	LOC286367
NM_004235	KLF4
NM_006686	ACTL7B
NM_006687	ACTL7A
NM_003798	CTNNAL1
NR_026918	PTPN3
NM_001012993	C9orf152
NM_001286947	TXNDC8
NR_024366	FAM225A
NM_030767	AKNA
NM_153045	C9orf91
NM_001204344	TNFSF15
NM_198252	GSN
NM_080859	OR1K1
NR_026677	MIR600HG
NM_173689	CRB2
NM_001166168	NEK6
NM_001166167	NEK6
NR_027406	LOC100129034
NM_182487	OLFML2A
NM_001282715	OLFML2A
NM_005347	HSPA5
NM_001174147	LMX1B
NM_001174146	LMX1B
NM_001135776	ZBTB43
NM_014007	ZBTB43
NM_000976	RPL12
NR_024425	PTGES2-AS1
NR_033374	SLC25A25-AS1
NM_004486	GOLGA2
NM_001288738	DNM1
NM_001248001	SET
NM_001122821	SET
NM_032809	FAM73B
NM_001135917	DOLPP1
NM_001202403	ASB6
NM_016307	PRRX2
NM_016520	C9orf78
NM_001136558	GPR107
NM_001136557	GPR107
NM_001128826	NCS1
NM_054012	ASS1
NM_000050	ASS1
NR_104230	EXOSC2
NM_032536	NTNG2
NM_015046	SETX
NM_001271775	RALGDS
NM_001288987	OBP2B
NM_020469	ABO
NM_000972	RPL7A
NM_014694	ADAMTSL2
NM_000787	DBH
NR_015427	LINC00094
NM_014811	PPP1R26
NM_002571	PAEP
NR_034017	LINC01502
NM_001018049	PAEP
NM_001252617	LCN1
NR_109814	LINC01502
NM_015447	CAMSAP1
NM_014564	LHX3
NR_046367	EGFL7
NR_003672	SNHG7
NM_001145249	FAM157B
NR_027156	TUBBP5
NR_033181	SYAP1
NM_019597	HNRNPH2
NM_004012	DMD
NM_004022	DMD
NM_001005609	EDA
NM_001170574	FAM46D
NM_152630	FAM46D
NM_001168361	PCDH11X
NM_001184880	PCDH19
NM_006729	DIAPH2
NM_080879	RAB40A
NM_001008222	ZDHHC9
NM_001169123	AFF2
NM_000132	F8
NM_001184703	GYG2
NM_005044	PRKX
NM_015691	WWC3
NM_001649	SHROOM2
NM_004726	REPS2
NM_153346	BEND2
NM_015884	MBTPS2
NM_000444	PHEX
NR_026545	APOO
NM_004845	PCYT1B
NM_001142386	PDK3
NM_004018	DMD
NM_001098843	CXorf30
NM_001173489	PRRG1
NM_001173486	PRRG1
NM_001170331	LANCL3
NM_001142395	PRRG1
NM_138780	SYTL5
NM_144970	CXorf38
NM_001270458	MAOA
NM_000240	MAOA
NM_000898	MAOB
NM_032591	SLC9A7
NM_001190417	ZNF674
NM_001146291	ZNF674
NM_001257291	SLC9A7
NM_007137	ZNF81
NR_033924	CXXC1P1
NM_017848	FAM120C
NM_002547	OPHN1
NM_001170747	PIN4
NM_001166419	HDAC8
NM_017669	ERCC6L
NR_024582	JPX
NR_029423	MAP2K4P1
NM_001008537	KIAA2022
NM_001146256	ZDHHC15
NM_144969	ZDHHC15
NM_000052	ATP7A
NM_153252	BRWD3
NM_001177479	HDX
NM_014496	RPS6KA6
NM_000390	CHM
NM_019117	KLHL4
NM_173698	FAM133A
NM_001167972	TRMT2B
NM_024917	TRMT2B
NM_032227	TMEM164
NM_133265	AMOT
NM_003588	CUL4B
NM_000276	OCRL
NR_026975	FIRRE
NM_001077188	HS6ST2
NM_001015877	PHF6
NM_001007551	CT45A5
NM_153834	GPR112
NM_173493	PASD1
NM_005334	HCFC1
NM_001048181	OPN1MW2
NM_004992	MECP2
NR_027231	LINC00685
NM_172249	CSF2RA
NM_001161530	CSF2RA
NR_026711	ASMTL-AS1
NM_001173473	ASMTL
NM_001171038	ASMT
NR_037842	LINC00102
NM_001669	ARSD
NR_110390	LOC101928201
NM_001135565	HDHD1
NM_004650	PNPLA4
NR_030727	TLR8-AS1
NM_138636	TLR8
NR_046087	GS1-600G8.3
NM_001135995	ATXN3L
NM_014563	TRAPPC2
NM_001042479	GEMIN8
NM_017856	GEMIN8
NM_001201583	ASB11
NM_001012428	ASB11
NM_007220	CA5B
NM_001173454	PDHA1
NM_001173455	PDHA1
NM_001258423	SMS
NM_182699	DDX53
NM_001169574	CXorf58
NM_030624	KLHL15
NM_001178084	ZFX
NR_046657	ZFX-AS1
NM_001136234	SUPT20HL1
NM_173699	MAGEB18
NM_173523	MAGEB6
NR_001559	VENTXP1
NM_000475	NR0B1
NM_031894	FTHL17
NM_152631	FAM47B
NM_001034853	RPGR
NM_017745	BCOR
NR_110386	LOC101927476
NM_001193417	DDX3X
NM_022567	NYX
NM_080817	GPR82
NR_110387	LOC101927501
NM_022076	DUSP21
NM_176819	CXorf36
NM_024689	CXorf36
NR_015378	ZNF674-AS1
NM_021014	SSX3
NR_073393	SSX9
NM_006743	RBM3
NM_001163321	CCDC120
NM_001256789	CACNA1F
NM_001477	GAGE12I
NM_001477	GAGE12I
NM_001477	GAGE12I
NR_110456	KANTR
NM_019067	GNL3L
NM_001190708	MTRNR2L10
NM_001013579	AWAT1
NM_002565	P2RY4
NM_001048164	SLC7A3
NM_001145139	CXorf49B
NM_001145140	CXorf49
NM_001145140	CXorf49
NM_001145139	CXorf49B
NR_034005	LINC00891
NM_001024455	RGAG4
NM_207422	FLJ44635
NR_033187	PIN4
NR_027291	NAP1L6
NM_001012977	PABPC1L2A
NM_001042506	PABPC1L2B
NR_003255	TSIX
NR_001564	XIST
NM_183353	RLIM
NM_016120	RLIM
NR_030774	UPRT
NR_030737	TTC3P1
NM_138703	MAGEE2
NM_032121	MAGT1
NM_001029891	PGAM4
NM_014499	P2RY10
NM_004867	ITM2A
NM_001171581	ITM2A
NM_021998	ZNF711
NM_001145414	CHM
NR_003539	BRDTP1
NM_001278740	TSPAN6
NM_001199972	RPL36A
NM_004085	TIMM8A
NM_001287344	BTK
NM_000169	GLA
NR_028407	ARMCX4
NM_001256155	ARMCX4
NM_001011657	ZMAT1
NR_002216	NXF4
NM_014710	GPRASP1
NM_001199818	ARMCX5-GPRASP2
NR_039980	LOC286437
NM_001012755	SLC25A53
NM_024657	MORC4
NM_173494	PIH1D3
NM_001170553	VSIG1
NM_182607	VSIG1
NM_003604	IRS4
NR_002718	TDGF1P3
NM_001282338	PLS3
NM_001560	IL13RA1
NR_110396	LOC101928336
NM_001170569	CXorf56
NM_001099685	RHOXF2B
NM_032498	RHOXF2
NM_032498	RHOXF2
NM_001184742	ZBTB33
NM_001099685	RHOXF2B
NM_006777	ZBTB33
NM_012069	ATP1B4
NM_014060	MCTS1
NM_001137554	MCTS1
NM_001256743	GRIA3
NM_001167	XIAP
NM_001204401	XIAP
NR_037916	XIAP
NR_110409	LOC101928495
NM_017413	APLN
NM_003399	XPNPEP2
NM_018990	SASH3
NM_001130846	AIFM1
NM_016024	RBMX2
NM_019556	MOSPD1
NM_182540	DDX26B
NM_001017435	CT45A3
NM_006359	SLC9A6
NM_001173517	MAP7D3
NR_028477	RBMX
NR_026935	LINC00889
NM_138702	MAGEC3
NM_001009615	SPANXN2
NM_001144009	SLITRK2
NM_001144008	SLITRK2
NM_004709	TMEM257
NM_001166550	IDS
NM_001171907	CXorf40A
NM_005365	MAGEA9
NM_005366	MAGEA11
NM_005365	MAGEA9
NM_005342	HMGB3
NM_005140	CNGA2
NM_001251828	MAGEA10
NM_001011543	MAGEA10
NM_001129828	CSAG3
NM_001129828	CSAG3
NM_032882	PNMA6A
NM_032882	PNMA6A
NM_001080485	ZNF275
NM_001163257	PLXNB3
NM_001146151	AVPR2
NM_001256120	NAA10
NM_003492	TMEM187
NM_001025243	IRAK1
NM_001025242	IRAK1
NM_001569	IRAK1
NM_001048181	OPN1MW2
NM_012253	TKTL1
NM_014235	UBL4A
NM_006014	LAGE3
NM_017514	PLXNA3
NM_001282311	FAM3A
NM_001042351	G6PD
NM_001099856	IKBKG
NM_001142463	DKC1
NM_080612	GAB3
NM_019863	F8
NM_005840	SPRY3
NM_176786	IL9R
NM_001171038	ASMT
NR_028062	PRKY
NM_003308	TSPY1
NR_047629	UTY
NM_005840	SPRY3
NR_027231	LINC00685
NM_001161530	CSF2RA
NM_172249	CSF2RA
NR_026711	ASMTL-AS1
NM_001173473	ASMTL
NM_032972	PCDH11Y
NM_001278619	PCDH11Y
NM_022573	TSPY2
NR_001550	TTTY18
NM_176786	IL9R
NM_001244973	NRP1
NR_038973	FAM170B-AS1
NM_001244972	NRP1
NR_045259	NRP1
NM_014863	CHST15
NM_003675	PRPF18
NM_001282695	FAM107B
NM_153498	CAMK1D
NM_020397	CAMK1D
NM_001098500	KIAA1217
NM_001184788	PARD3
NM_001142771	PCDH15
NM_001142772	PCDH15
NM_145307	RTKN2
NM_022124	CDH23
NM_052836	CDH23
NM_001171930	CDH23
NM_152707	SLC25A16
NM_001014797	KCNMA1
NM_001271518	KCNMA1
NM_213606	SLC16A12
NR_075100	NUTM2D
NM_001164178	ENTPD1
NM_000772	CYP2C18
NM_001164182	ENTPD1
NM_001164181	ENTPD1
NM_001164179	ENTPD1
NM_001164183	ENTPD1
NM_001128925	CYP2C18
NM_004523	KIF11
NM_001098175	ENTPD1
NM_001010917	GOLGA7B
NM_015221	DNMBP
NM_012229	NT5C2
NM_001134373	NT5C2
NM_145206	VTI1A
NM_001003407	ABLIM1
NM_025015	HSPA12A
NM_001609	ACADSB
NM_001288975	ADAM12
NM_018702	ADARB2
NM_017782	FAM208B
NM_001195602	SEPHS1
NM_031455	CCDC3
NM_182751	MCM10
NM_004808	NMT2
NM_001081	CUBN
NM_001167945	CACNB2
NM_002438	MRC1
NM_032812	PLXDC2
NM_001282736	PLXDC2
NM_213569	NEBL
NR_038921	LOC100130992
NM_019590	KIAA1217
NM_020824	ARHGAP21
NM_020752	GPR158
NM_001178125	ABI1
NM_018076	ARMC4
NM_173496	MPP7
NM_100486	WAC
NM_024688	CCDC7
NM_145023	CCDC7
NR_109827	CCDC7
NM_001178101	ZNF37A
NM_003421	ZNF37A
NM_001007094	ZNF37A
NR_024380	LOC441666
NM_006955	ZNF33B
NR_033846	LINC00841
NR_033842	TMEM72-AS1
NM_032023	RASSF4
NM_001278547	MAPK8
NM_020945	WDFY4
NM_021226	ARHGAP22
NM_001256026	ARHGAP22
NM_001142933	CHAT
NM_138932	A1CF
NM_001198819	A1CF
NM_001142766	PCDH15
NM_018464	CISD1
NM_001244638	ARID5B
NM_199452	ZNF365
NM_001057	TACR2
NM_030625	TET1
NR_104262	CCAR1
NM_001282960	CCAR1
NM_139155	ADAMTS14
NM_080722	ADAMTS14
NM_170744	UNC5B
NM_022153	C10orf54
NM_000917	P4HA1
NM_173348	FAM149B1
NM_001142595	P4HA1
NM_001142354	PPP3CB
NM_001017962	P4HA1
NM_145170	CFAP70
NM_012095	AP3M1
NM_014000	VCL
NM_207012	AP3M1
NR_038224	ZNF503-AS1
NM_020338	ZMIZ1
NM_001284243	CCSER2
NM_007078	LDB3
NM_019054	FAM35A
NM_015045	WAPAL
NM_001031683	IFIT3
NM_016195	KIF20B
NM_001284259	KIF20B
NM_001104546	RPP30
NM_001178137	CPEB3
NM_025235	TNKS2
NM_017824	MARCH5
NM_133337	MYOF
NM_001289068	HELLS
NM_001034954	SORBS1
NM_006434	SORBS1
NM_024991	SORBS1
NM_001034955	SORBS1
NM_000769	CYP2C19
NM_001278524	ZNF518A
NM_001278525	ZNF518A
NM_012465	TLL2
NM_001134670	HOGA1
NM_020354	ENTPD7
NM_001256856	BTRC
NM_001142434	MGEA5
NM_017649	CNNM2
NM_001206570	SORCS1
NM_001206572	SORCS1
NM_001013031	SORCS1
NM_001121	ADD3
NM_007373	SHOC2
NM_001134363	RBM20
NM_014881	DCLRE1A
NM_001145453	GFRA1
NM_005264	GFRA1
NM_198515	CCDC172
NR_002791	EMX2OS
NM_014904	RAB11FIP2
NM_014937	INPP5F
NR_033850	WDR11-AS1
NR_110006	ATE1
NM_004406	DMBT1
NM_007329	DMBT1
NM_017579	DMBT1
NM_198148	CPXM2
NM_000274	OAT
NM_001329	CTBP2
NM_174937	TCERG1L
NM_001105521	JAKMIP3
NM_173575	STK32C
NM_177987	TUBB8
NR_040253	LINC00700
NM_001242309	PITRM1
NR_108054	LINC00703
NM_003739	AKR1C3
NM_001253909	AKR1C3
NR_027916	AKR1C8P
NM_001171864	TUBAL3
NR_073040	NET1
NM_017422	CALML5
NM_032807	FBXO18
NM_019046	ANKRD16
NM_000417	IL2RA
NR_040079	LOC399715
NR_038291	LINC00707
NM_001001851	ITIH5
NM_012311	KIN
NM_001002295	GATA3
NM_018706	DHTKD1
NR_027322	LOC283070
NM_001008213	OPTN
NM_001282700	FAM107B
NR_103464	HSPA14
NM_018324	OLAH
NM_001039844	ACBD7
NM_001039702	OLAH
NM_004412	TRDMT1
NM_178815	ARL5B
NM_001010896	C10orf113
NM_207371	SKIDA1
NM_005180	BMI1
NR_027333	GPR158-AS1
NR_026794	LINC00202-2
NR_026793	LINC00264
NR_026795	LINC00202-1
NM_001256053	ANKRD26
NM_014915	ANKRD26
NM_014263	YME1L1
NM_001253866	YME1L1
NR_003525	LRRC37A6P
NM_001034842	PTCHD3
NM_001256411	RAB18
NM_001256410	RAB18
NM_001242702	MKX
NM_001278522	C10orf126
NR_030335	MIR604
NM_020848	KIAA1462
NM_018109	MTPAP
NM_133376	ITGB1
NM_001278175	ZNF33A
NM_001278176	ZNF33A
NR_024524	LOC100129055
NR_024497	LINC00999
NR_045000	ACTR3BP5
NR_103829	CCNYL2
NR_026827	LINC00839
NR_026777	ZNF37BP
NM_014753	BMS1
NM_020630	RET
NM_001098207	HNRNPF
NR_033923	LINC00619
NM_001258000	LOC100130539
NM_006963	ZNF22
NM_001276343	AGAP4
NM_031912	SYT15
NR_024495	BMS1P6
NM_001278688	ANTXRL
NR_024495	BMS1P6
NM_001031746	VSTM4
NM_144984	VSTM4
NM_001288743	C10orf128
NM_001164484	FAM170B
NM_003055	SLC18A3
NR_029388	PARGP1
NM_019893	ASAH2
NM_012242	DKK1
NM_001005413	ZWINT
NM_152230	IPMK
NM_001270782	TFAM
NM_003201	TFAM
NR_073073	TFAM
NM_194298	SLC16A9
NR_104162	LOC283045
NM_032804	ADO
NM_001136179	EGR2
NM_001001330	REEP3
NM_021800	DNAJC12
NM_001142498	SIRT1
NM_001278187	HERC4
NM_021644	HNRNPH3
NR_102264	DNA2
NM_001256910	DDX21
NR_036430	SRGN
NM_025130	HKDC1
NM_001198696	AIFM2
NM_004096	EIF4EBP2
NM_001242547	ANAPC16
NM_001242546	ANAPC16
NM_152635	OIT3
NM_007265	ECD
NM_001135752	ECD
NM_001283016	NUDT13
NM_001135753	ECD
NR_024203	ECD
NM_015190	DNAJC9
NM_016065	MRPS16
NR_038373	DNAJC9-AS1
NM_004034	ANXA7
NM_001156	ANXA7
NM_001114133	SYNPO2L
NM_024875	SYNPO2L
NR_026592	BMS1P4
NM_003635	NDST2
NM_001242487	ZSWIM8
NM_001145031	PLAU
NM_001142282	RPS24
NM_007055	POLR3A
NM_001164644	SFTPA1
NM_001164645	SFTPA1
NR_027512	BEND3P3
NR_029407	LOC642361
NM_003019	SFTPD
NM_025125	TMEM254
NR_038464	LINC00857
NM_030927	TSPAN14
NR_038220	LINC00858
NM_001099338	NUTM2A
NM_004670	PAPSS2
NM_001102469	LIPN
NM_020799	STAMBPL1
NM_003956	CH25H
NM_001270928	IFIT1
NM_012420	IFIT5
NM_001548	IFIT1
NM_006413	RPP30
NR_108070	TNKS2-AS1
NM_181745	FFAR4
NM_001195755	FFAR4
NM_001130446	C10orf131
NM_001134376	CCNJ
NM_033207	OPALIN
NM_001284324	OPALIN
NR_104296	OPALIN
NM_001284327	OPALIN
NM_015652	C10orf12
NM_001256423	ARHGAP19
NM_005479	FRAT1
NM_145285	NKX2-3
NM_001100626	ERLIN1
NM_001282436	BLOC1S2
NR_026762	LINC00263
NM_005063	SCD
NM_001136123	FAM178A
NM_018121	FAM178A
NM_017893	SEMA4G
NM_001243770	FAM178A
NM_001163814	C10orf2
NM_024895	PDZD7
NM_015062	PPRC1
NM_001270965	PSD
NR_038937	RPARP-AS1
NM_178858	SFXN2
NM_032727	INA
NM_001143909	RPEL1
NR_038943	ADD3-AS1
NM_130439	MXI1
NM_001195305	BBIP1
NR_026932	PDCD4-AS1
NM_001199492	PDCD4
NR_026715	RPL13AP6
NM_000681	ADRA2A
NM_020918	GPAM
NR_028134	GUCY2GP
NM_001272046	VWA2
NM_004098	EMX2
NM_006793	PRDX3
NM_001243194	INPP5F
NM_001256378	MCMBP
NM_024834	MCMBP
NM_001256379	MCMBP
NR_037771	SEC23IP
NM_007190	SEC23IP
NM_001010912	C10orf120
NR_073479	IKZF5
NR_073478	IKZF5
NM_022802	CTBP2
NR_023362	TEX36-AS1
NM_000375	UROS
NR_073453	LINC00601
NM_207426	FOXI2
NM_130435	PTPRE
NM_002417	MKI67
NM_001145966	MKI67
NR_034125	LINC00959
NR_033191	PPP2R2D
NM_006426	DPYSL4
NM_030626	LRRC27
NR_046231	LINC01168
NM_001080998	FRG2B
NM_080661	GLYATL1
NR_033853	LOC283194
NM_014267	C11orf58
NM_020693	DSCAML1
NM_152432	ARHGAP42
NM_001008781	FAT3
NM_175733	SYT9
NM_006391	IPO7
NM_001111018	NAV2
NM_001244963	NAV2
NM_144981	IMMP1L
NM_001243718	RAB6A
NM_001243719	RAB6A
NM_198896	RAB6A
NM_001098816	TENM4
NM_001168724	TMEM135
NM_016931	NOX4
NR_033149	TMEM135
NM_001243270	CNTN5
NM_014361	CNTN5
NM_033135	PDGFD
NM_000019	ACAT1
NM_015157	PHLDB1
NM_032873	UBASH3B
NM_001048209	NTM
NM_001012393	OPCML
NR_028326	LINC01001
NM_004314	ART1
NR_024248	TSSC2
NM_001277962	STIM1
NM_144666	DNHD1
NM_015012	TMEM41B
NM_014818	TRIM66
NM_015055	SWAP70
NR_036485	SBF2-AS1
NM_001282666	MICAL2
NM_018222	PARVA
NM_021961	TEAD1
NM_001278313	INSC
NM_001145819	SOX6
NM_033326	SOX6
NM_002645	PIK3C2A
NM_001142307	GTF2H1
NM_144972	LDHAL6A
NM_178498	SLC5A12
NR_002832	BDNF-AS
NM_018490	LGR4
NM_002901	RCN1
NM_016142	HSD17B12
NM_001178083	EXT2
NM_021926	ALX4
NM_130783	TSPAN18
NM_001127457	CRY2
NM_001256695	PRDM11
NM_001199266	DGKZ
NM_001105540	DGKZ
NM_201533	DGKZ
NM_001199267	DGKZ
NM_001205121	ATG13
NM_001098503	PTPRJ
NM_001206884	CTNND1
NM_001005212	OR9Q1
NM_206893	MS4A10
NM_206939	MS4A7
NM_002032	FTH1
NM_001252065	SYT7
NM_024784	ZBTB3
NM_015459	ATL3
NR_002819	MALAT1
NM_001876	CPT1A
NM_177423	PPFIA1
NM_018161	NADSYN1
NM_001286577	C2CD3
NM_173582	PGM2L1
NM_207577	MAP6
NM_003369	UVRAG
NM_080491	GAB2
NM_199418	PRCP
NM_001156474	CCDC81
NM_000372	TYR
NM_001143831	GRM5
NM_152313	SLC36A4
NM_001286139	SLC36A4
NM_033395	CEP295
NM_014679	CEP57
NM_032427	MAML2
NM_001243776	CEP57
NM_004621	TRPC6
NM_001271161	PGR
NM_001271162	PGR
NR_073142	PGR
NM_000926	PGR
NM_020802	KIAA1377
NM_000051	ATM
NM_015065	EXPH5
NR_110269	PAFAH1B2
NM_138972	BACE1
NM_001184748	PAFAH1B2
NM_001083947	TMPRSS4
NM_019894	TMPRSS4
NM_001173552	TMPRSS4
