#name	name2
NM_013943	CLIC4
NM_000676	ADORA2B
NM_006311	NCOR1
NM_207387	LRRC75A
NM_004278	PIGL
NM_181716	CENPV
NM_014695	CCDC144A
NM_201274	MPRIP
NM_030665	RAI1
NM_015134	MPRIP
NM_148173	PEMT
NM_017758	ALKBH5
NR_036647	CCDC144B
NM_024052	GID4
NM_144775	SMCR8
NM_014238	KSR1
NR_028334	KRT18P55
NM_033389	SSH2
NM_001007025	GOSR1
NM_004871	GOSR1
NM_001007024	GOSR1
NM_001042492	NF1
NM_032932	RAB11FIP4
NM_000267	NF1
NM_015355	SUZ12
NM_001288755	RHOT1
NR_110083	RHOT1
NR_037714	RAD51L3-RFFL
NM_139285	GAS2L2
NM_001104590	SLFN11
NM_005064	CCL23
NM_012138	AATF
NM_001163546	SYNRG
NM_001163547	SYNRG
NM_001184906	FBXL20
NM_032875	FBXL20
NM_012481	IKZF3
NM_002809	PSMD3
NM_001257409	IKZF3
NM_001257411	IKZF3
NM_001257410	IKZF3
NM_003150	STAT3
NM_001070	TUBG1
NR_003108	NBR2
NM_000342	SLC4A1
NM_004382	CRHR1
NM_001145147	CRHR1
NM_014798	PLEKHM1
NM_001145146	CRHR1
NR_027774	PLEKHM1
NM_001256299	MGC57346-CRHR1
NR_027782	PLEKHM1
NM_001039083	ARL17B
NM_001193465	KANSL1
NM_001193466	KANSL1
NM_015443	KANSL1
NM_001113738	ARL17A
NR_040116	NSF
NM_006310	NPEPPS
NM_001256	CDC27
NM_001114091	CDC27
NM_002265	KPNB1
NM_001261391	CALCOCO2
NM_001261393	CALCOCO2
NM_003726	SKAP1
NM_002507	NGFR
NM_030802	FAM117A
NM_003971	SPAG9
NM_001130528	SPAG9
NM_022827	SPATA20
NM_002126	HLF
NM_001242902	AKAP1
NM_017763	RNF43
NM_018304	PRR11
NR_048561	PPM1E
NM_014906	PPM1E
NM_001005404	YPEL2
NM_032582	USP32
NM_001284333	TLK2
NM_001284363	TLK2
NM_006852	TLK2
NM_001278920	KCNH6
NM_022739	SMURF2
NR_024386	PLEKHM1P
NM_006572	GNA13
NM_002737	PRKCA
NM_004459	BPTF
NM_182641	BPTF
NM_014877	HELZ
NM_012417	PITPNC1
NM_014960	ARSG
NM_080283	ABCA9
NM_001278433	PRKAR1A
NM_017983	WIPI1
NM_001243746	FAM20A
NM_139177	SLC39A11
NM_001288609	HN1
NR_036520	LOC100287042
NM_014230	SRP68
NM_006640	SEPT9
NM_001113491	SEPT9
NM_001163075	C17orf99
NM_001082575	RBFOX3
NM_025090	USP36
NM_001256071	RNF213
NM_019020	TBC1D16
NM_020954	RNF213
NM_014984	CEP131
NM_017921	NPLOC4
NM_004514	FOXK2
NM_139062	CSNK1D
NM_175902	OGFOD3
NM_024648	OGFOD3
NM_003585	DOC2B
NM_182705	FAM101B
NM_024792	FAM57A
NM_001164405	BHLHA9
NM_005206	CRK
NM_001080779	MYO1C
NM_003693	SCARF1
NM_001284499	SLC43A2
NM_001284498	SLC43A2
NM_152346	SLC43A2
NR_028075	SCARF1
NM_001163809	WDR81
NM_001164407	TLCD2
NM_001163811	WDR81
NM_002945	RPA1
NM_001098202	HIC1
NM_178568	RTN4RL1
NM_020310	MNT
NM_014853	SGSM2
NR_028335	LOC284009
NM_015229	CLUH
NM_000430	PAFAH1B1
NM_014566	OR1D5
NM_014565	OR1A1
NM_012352	OR1A2
NM_032598	SPATA22
NM_012373	OR3A3
NM_003553	OR1E1
NM_001170696	SPATA22
NM_001258205	TRPV3
NM_080704	TRPV1
NM_018727	TRPV1
NM_145068	TRPV3
NR_037928	P2RX5-TAX1BP3
NM_001114118	C17orf85
NM_032294	CAMKK1
NM_174954	ATP2A3
NM_001254755	CYB5D2
NM_001257999	ANKFY1
NR_047571	ANKFY1
NM_001124758	SPNS2
NM_182538	SPNS3
NM_153338	GGT6
NM_001140	ALOX15
NM_001114974	SMTNL2
NM_001270481	PSMB6
NM_003963	TM4SF5
NM_001100812	CXCL16
NM_001257330	ARRB2
NM_001014985	GLTPD2
NM_022059	CXCL16
NM_001001683	MED11
NM_000173	GP1BA
NM_153827	MINK1
NM_170663	MINK1
NM_001165417	SLC25A11
NM_015528	RNF167
NM_000080	CHRNE
NM_006612	KIF1C
NM_001167985	INCA1
NM_001167986	INCA1
NM_001976	ENO3
NM_017986	SLC52A1
NM_001171167	CAMTA2
NM_001104577	SLC52A1
NM_032530	ZNF594
NM_153018	ZFP3
NM_004505	USP6
NM_207103	SCIMP
NM_001271842	SCIMP
NM_001160266	RPAIN
NM_001160243	RPAIN
NM_020162	DHX33
NM_001199699	DHX33
NM_001212	C1QBP
NR_027679	RPAIN
NM_001160246	RPAIN
NM_001033002	RPAIN
NM_033007	NLRP1
NM_024039	MIS12
NM_033006	NLRP1
NM_015253	WSCD1
NM_001285402	AIPL1
NR_046396	XAF1
NM_001284510	SLC13A5
NM_199139	XAF1
NR_002710	ALOX12P2
NR_037717	RNASEK-C17orf49
NM_001143775	CTDNEP1
NM_001365	DLG4
NM_015982	YBX2
NM_001128827	DLG4
NM_032442	NEURL4
NM_001201576	PLSCR3
NM_001970	EIF5A
NM_020795	NLGN2
NM_003985	TNK1
NM_175734	C17orf74
NM_001002914	KCTD11
NM_152766	TMEM256
NM_000937	POLR2A
NM_020899	ZBTB4
NM_001128833	ZBTB4
NM_000747	CHRNB1
NM_004112	FGF11
NM_004860	FXR2
NM_001126118	TP53
NM_001678	ATP1B2
NR_002778	RPL29P2
NM_001406	EFNB3
NM_004732	KCNAB3
NM_001080424	KDM6B
NM_005852	CHD3
NM_032356	NAA38
NM_001037144	CNTROB
NM_053051	CNTROB
NM_001005273	CHD3
NM_001005271	CHD3
NM_000180	GUCY2D
NM_001039130	ALOX15B
NM_032580	HES7
NM_002616	PER1
NM_021628	ALOXE3
NM_001165967	HES7
NM_014232	VAMP2
NM_025099	CTC1
NM_012393	PFAS
NM_025014	ARHGEF15
NM_173728	ARHGEF15
NM_153007	ODF4
NR_046431	CTC1
NM_001146684	RNF222
NR_024447	LOC100128288
NM_213597	KRBA2
NM_001128076	SPDYE4
NM_001251853	PIK3R5
NM_001080556	CFAP52
NM_002472	MYH8
NM_017534	MYH2
NM_002470	MYH3
NR_036581	LINC00675
NR_034144	LINC00670
NR_104607	LOC100128006
NM_001204477	CDRT4
NM_006382	CDRT1
NR_002211	MEIS3P1
NM_001130842	ZNF286A
NM_001288643	ZNF286A
NM_001288644	ZNF286A
NM_001288645	ZNF286A
NM_017775	TTC19
NM_001271420	TTC19
NM_016113	TRPV2
NM_020653	ZNF287
NR_003190	USP32P1
NR_029392	KRT16P2
NM_012452	TNFRSF13B
NM_144997	FLCN
NM_178836	PLD6
NM_020201	NT5M
NM_004176	SREBF1
NM_001005291	SREBF1
NM_001130090	LRRC48
NM_001130091	LRRC48
NM_016239	MYO15A
NM_001388	DRG2
NM_001144900	MIEF2
NM_001256265	FLII
NM_004618	TOP3A
NM_004140	LLGL1
NM_001256264	FLII
NM_001145127	EVPLL
NR_001443	KRT17P5
NM_148918	SHMT1
NR_073414	KRT16P1
NR_104343	FLJ35934
NM_001040078	LGALS9C
NR_026809	FAM106A
NR_003554	USP32P2
NR_026718	FOXO3B
NM_001145045	ZNF286B
NR_051988	FBXW10
NM_001037330	TRIM16L
NM_002767	PRPSAP2
NM_001039999	FAM83G
NM_006613	GRAP
NM_001129778	GRAPL
NM_001102664	EPN2
NM_001243473	B9D1
NR_046824	EPN2-IT1
NM_001198695	MFAP4
NM_002749	MAPK7
NM_139032	MAPK7
NM_007148	RNF112
NM_139033	MAPK7
NM_014683	ULK2
NM_001033554	SPECC1
NR_023380	CCDC144CP
NR_029393	KRT16P3
NR_104185	CCDC144NL-AS1
NM_001004306	CCDC144NL
NM_145109	MAP2K3
NM_001194958	KCNJ18
NM_021012	KCNJ12
NM_001113434	C17orf51
NR_027084	FLJ36000
NM_001190452	MTRNR2L1
NM_000625	NOS2
NM_174887	IFT20
NM_001080837	SEBOX
NM_001174103	SGK494
NM_005148	UNC119
NM_054035	UNC119
NM_000984	RPL23A
NM_144683	DHRS13
NM_016518	PIPOX
NM_078471	MYO18A
NM_198147	ABHD15
NM_138349	TP53I13
NM_152345	ANKRD13B
NM_001304	CPD
NR_033420	SH3GL1P2
NM_015594	TBC1D29
NR_015341	LRRC37BP1
NR_024187	SUZ12P1
NM_015986	CRLF3
NR_033412	SH3GL1P1
NR_002222	ARGFXP2
NM_022344	C17orf75
NM_003885	CDK5R1
NM_015544	TMEM98
NM_207454	C17orf102
NM_207313	TMEM132E
NM_052857	ZNF830
NR_037713	RFFL
NM_152462	SLC35G3
NM_144975	SLFN5
NM_001195790	SLFN12L
NM_144682	SLFN13
NM_033315	RASL10B
NM_002985	CCL5
NM_004590	CCL16
NM_001199951	LYZL6
NM_032258	TBC1D3F
NM_001123392	TBC1D3H
NM_001123392	TBC1D3H
NM_032258	TBC1D3F
NM_001001417	TBC1D3B
NR_104011	ZNHIT3
NM_024835	GGNBP2
NM_024308	DHRS11
NM_005568	LHX1
NM_001123391	TBC1D3
NR_024178	YWHAEP7
NM_032258	TBC1D3F
NM_001123392	TBC1D3H
NM_001001418	TBC1D3C
NM_032258	TBC1D3F
NM_001123392	TBC1D3H
NM_001123391	TBC1D3
NR_036750	LOC440434
NM_001001418	TBC1D3C
NM_014598	SOCS7
NM_001199417	ARHGAP23
NM_001130677	C17orf96
NM_005937	MLLT6
NM_003559	PIP4K2B
NR_038847	LINC00672
NM_001271608	LASP1
NM_000978	RPL23
NM_198993	STAC2
NM_006160	NEUROD2
NM_001284516	IKZF3
NM_016339	RAPGEFL1
NM_007359	CASC3
NM_001145301	RARA
NM_152219	GJD3
NM_000964	RARA
NM_001024809	RARA
NM_001552	IGFBP4
NM_032865	TNS4
NM_181535	KRT28
NM_033185	KRTAP3-3
NM_033032	KRTAP2-2
NM_033061	KRTAP4-7
NM_030976	KRTAP4-6
NM_001123387	KRTAP2-1
NM_031961	KRTAP9-2
NM_021013	KRT34
NM_006771	KRT38
NM_003771	KRT36
NM_000422	KRT17
NM_005557	KRT16
NM_000526	KRT14
NR_033415	KRT42P
NM_198830	ACLY
NR_033465	NT5C3B
NM_033133	CNP
NM_001144927	NKIRAS2
NM_021078	KAT2A
NM_001288718	STAT5A
NM_012232	PTRF
NM_198205	MLX
NM_000263	NAGLU
NR_026697	FAM134C
NR_073574	PLEKHH3
NR_073573	PLEKHH3
NM_032387	WNK4
NM_005854	RAMP2
NR_024461	RAMP2-AS1
NM_000988	RPL27
NM_173079	RUNDC1
NM_005533	IFI35
NR_027413	LINC00910
NM_004090	DUSP3
NR_026770	FAM215A
NM_005474	HDAC5
NR_028582	G6PC3
NR_028581	G6PC3
NM_001076683	UBTF
NM_001143780	SLC25A39
NM_001144825	RUNDC3A
NM_198475	FAM171A2
NM_001466	FZD2
NM_005497	GJC1
NM_001080383	GJC1
NM_001264573	KIF18B
NM_006688	C1QL1
NM_133373	PLCD3
NM_006460	HEXIM1
NM_005892	FMNL1
NM_199282	ARHGAP27
NM_174919	ARHGAP27
NM_001282290	ARHGAP27
NR_002940	LRRC37A4P
NR_026901	LOC644172
NR_026906	CRHR1-IT1
NR_026680	MGC57346
NR_026905	CRHR1-IT1
NR_027295	MGC57346
NR_024560	MAPT-IT1
NR_024559	MAPT-AS1
NM_175882	SPPL2C
NM_001007532	STH
NR_034172	KANSL1-AS1
NM_014834	LRRC37A
NM_001006607	LRRC37A2
NM_001288813	ARL17A
NM_001288811	ARL17A
NM_001113738	ARL17A
NM_004287	GOSR2
NM_001012511	GOSR2
NM_001288811	ARL17A
NM_001288813	ARL17A
NM_014726	TBKBP1
NM_013351	TBX21
NM_199262	SP6
NM_145255	MRPL10
NR_037575	MRPL10
NM_148887	MRPL10
NM_145798	OSBPL7
NM_176096	CDK5RAP3
NM_002145	HOXB2
NM_002146	HOXB3
NM_024015	HOXB4
NM_024016	HOXB8
NM_024017	HOXB9
NM_001130918	TTLL6
NM_023079	UBE2Z
NM_006546	IGF2BP1
NM_001198755	GNGT2
NM_001281715	PHB
NM_007225	NXPH3
NM_005220	DLX3
NM_002611	PDK2
NM_001199900	PDK2
NM_001199899	PDK2
NM_174920	SAMD14
NM_005501	ITGA3
NM_001257359	SAMD14
NM_032595	PPP1R9B
NR_024192	HILS1
NM_153229	TMEM92
NM_001168215	TMEM92
NM_022167	XYLT2
NM_032133	MYCBPAP
NM_017957	EPN3
NR_038439	CACNA1G-AS1
NM_001256360	CACNA1G
NM_001256331	CACNA1G
NM_052855	ANKRD40
NM_032559	KIF2B
NM_001085430	C17orf67
NM_004645	COIL
NM_021626	SCPEP1
NM_001282544	CCDC182
NM_016070	MRPS23
NM_007146	VEZF1
NM_080677	DYNLL2
NM_017777	MKS1
NR_002307	MSX2P1
NR_038412	BZRAP1-AS1
NM_004758	BZRAP1
NM_001261835	BZRAP1
NR_038418	BZRAP1-AS1
NR_073470	SUPT4H1
NM_001038704	C17orf47
NM_182620	SKA2
NM_016261	TUBD1
NM_005994	TBX2
NM_203425	C17orf82
NR_027486	TBC1D3P2
NM_181725	METTL2A
NM_001178057	ACE
NM_000789	ACE
NM_152830	ACE
NM_001915	CYB561
NR_046273	LOC729683
NM_020198	CCDC47
NM_001003786	STRADA
NM_001098426	SMARCD2
NM_017647	FTSJ3
NM_022579	CSHL1
NM_002805	PSMC5
NR_002947	TCAM1P
NM_022557	GH2
NM_001199163	PSMC5
NM_000334	SCN4A
NM_001039933	CD79B
NM_000626	CD79B
NM_000442	PECAM1
NR_027487	LOC146880
NR_026899	LOC146880
NM_004655	AXIN2
NM_002816	PSMD12
NM_181656	C17orf58
NM_002266	KPNA2
NM_181655	C17orf58
NR_027418	LINC00674
NM_001033574	AMZ2
NR_027283	LOC440461
NM_001276290	PRKAR1A
NR_027751	FAM20A
NR_110132	LINC01152
NR_103737	SOX9-AS1
NM_000346	SOX9
NR_110124	LINC01152
NR_027146	LINC00469
NM_007261	CD300A
NM_174892	CD300LB
NM_001163989	RAB37
NM_001163990	RAB37
NM_000835	GRIN2C
NR_103735	GRIN2C
NM_173477	USH1G
NM_014603	CDR2L
NM_001282489	USH1G
NM_030630	HID1
NM_024585	ARMC7
NM_015353	KCTD2
NM_015971	MRPS7
NM_001005849	SUMO2
NM_024844	NUP85
NM_001142643	CASKIN2
NM_207346	TSEN54
NR_003587	MYO15B
NM_000213	ITGB4
NM_001005731	ITGB4
NM_005324	H3F3B
NM_033452	TRIM47
NM_032478	MRPL38
NM_173547	TRIM65
NM_004035	ACOX1
NM_001258	CDK3
NM_007292	ACOX1
NR_037709	TEN1-CDK3
NM_180990	ZACN
NM_015219	EXOC7
NM_182565	UBALD2
NM_032134	QRICH2
NM_021972	SPHK1
NR_038110	SNHG16
NR_038109	SNHG16
NM_134268	CYGB
NM_001008528	MXRA7
NM_001242532	MFSD11
NM_144677	MGAT5B
NR_027058	SNHG20
NM_001143998	SEC14L1
NM_003003	SEC14L1
NM_001113494	SEPT9
NM_001113493	SEPT9
NR_028337	FLJ45079
NR_040071	TNRC6C-AS1
NM_001145526	AFMID
NM_001204212	TMEM235
NM_003258	TK1
NM_001204210	TMEM235
NR_073178	LOC100996291
NM_001012270	BIRC5
NM_003955	SOCS3
NR_102401	DNAH17-AS1
NM_003255	TIMP2
NM_001159773	CANT1
NM_030968	C1QTNF1
NM_001159772	CANT1
NM_198593	C1QTNF1
NM_001042573	ENGASE
NR_109783	HP09025
NM_005189	CBX2
NM_003655	CBX4
NM_000152	GAA
NM_001243342	CCDC40
NM_002522	NPTX1
NR_026857	BAIAP2-AS1
NM_001080395	AATK
NM_144679	ENTHD2
NM_138570	SLC38A10
NM_001199954	ACTG1
NR_037688	ACTG1
NM_012418	FSCN2
NM_001077182	FSCN2
NM_004712	HGS
NM_012140	SLC25A10
NM_199287	CCDC137
NM_001270888	SLC25A10
NM_002602	PDE6G
NR_026872	PDE6G
NM_001040025	ARL16
NM_031945	TSPAN10
NM_001185078	ARHGDIA
NM_002359	MAFG
NM_178493	NOTUM
NM_148896	NPB
NM_001185077	ARHGDIA
NR_015454	MAFG-AS1
NM_005052	RAC3
NM_144998	STRA13
NM_004104	FASN
NM_212492	GPS1
NM_003004	SECTM1
NM_018949	UTS2R
NR_036519	C17orf62
NM_031968	NARF
NR_029406	FLJ43681
NM_152721	DOK6
NM_002845	PTPRM
NM_001105244	PTPRM
NM_003803	MYOM1
NM_004746	DLGAP1
NR_015389	LINC00667
NM_001128626	SPIRE1
NM_020148	SPIRE1
NM_153000	APCDD1
NM_001136205	KCTD1
NM_001142730	KCTD1
NM_001142966	GREB1L
NM_032933	TMEM241
NM_003787	NOL4
NM_001282527	NOL4
NR_046174	LINC00907
NR_046457	LINC00907
NR_046456	LINC00907
NM_020776	KIAA1328
NR_046455	LINC00907
NM_002747	MAPK4
NM_001142397	CTIF
NM_152470	RNF165
NM_014772	CTIF
NM_001256758	RNF165
NM_018181	ZNF532
NM_012327	PIGN
NM_000633	BCL2
NR_038326	LINC01541
NM_130386	COLEC12
NM_005433	YES1
NR_023925	LINC00470
NM_032048	EMILIN2
NM_015295	SMCHD1
NM_001281534	EPB41L3
NM_005559	LAMA1
NM_015208	ANKRD12
NM_022068	PIEZO2
NM_001142339	GNAL
NM_182978	GNAL
NM_001261443	GNAL
NM_002828	PTPN2
NM_032142	CEP192
NM_080422	PTPN2
NM_020232	PSMG2
NM_000529	MC2R
NM_005406	ROCK1
NM_020774	MIB1
NM_001135993	TTC39C
NM_018030	OSBPL1A
NM_001276342	C18orf8
NM_001127717	LAMA3
NM_198129	LAMA3
NM_001792	CDH2
NM_001943	DSG2
NM_024423	DSC3
NM_001941	DSC3
NM_004775	B4GALT6
NM_014939	TRAPPC8
NM_017831	RNF125
NM_032979	DTNA
NM_001025089	CELF4
NM_001025088	CELF4
NM_001025087	CELF4
NR_024391	LINC00669
NM_007163	SLC14A2
NM_144612	LOXHD1
NM_013305	ST8SIA5
NM_001080467	MYO5B
NM_005603	ATP8B1
NM_015277	NEDD4L
NM_006785	MALT1
NM_001144967	NEDD4L
NM_001144964	NEDD4L
NM_052947	ALPK2
NM_005570	LMAN1
NM_194449	PHLPP1
NM_020854	KIAA1468
NM_003839	TNFRSF11A
NM_001278268	TNFRSF11A
NM_001270950	TNFRSF11A
NM_004869	VPS4B
NR_033921	LOC643542
NM_024781	CCDC102B
NM_001201465	NETO1
NR_034133	LOC400655
NM_001025100	MBP
NM_001480	GALR1
NM_172389	NFATC1
NM_001278675	NFATC1
NM_001278672	NFATC1
NM_004715	CTDP1
NM_032510	PARD6G
NR_033770	ROCK1P1
NR_107045	MIR8078
NM_001037334	USP14
NM_001289036	CLUL1
NM_001071	TYMS
NM_017512	ENOSF1
NR_026659	LOC727896
NM_003244	TGIF1
NM_170695	TGIF1
NM_173208	TGIF1
NM_001278682	TGIF1
NM_001278684	TGIF1
NM_001145194	C18orf42
NM_003409	ZBTB14
NM_001080209	TMEM200C
NM_001025300	RAB12
NM_006788	RALBP1
NM_001282300	SLC35G4
NR_040241	MPPE1
NM_014214	IMPA2
NM_001277333	ANKRD62
NM_001142405	SLMO1
NR_073537	CEP76
NM_152352	FAM210A
NM_001276251	LDLRAD4
NM_001098801	FAM210A
NR_040113	ANKRD20A5P
NR_024076	CXADRP3
NM_001137671	POTEC
NR_027417	LOC644669
NR_102763	GATA6-AS1
NM_005257	GATA6
NM_001100619	CABLES1
NM_003831	RIOK3
NM_001243425	TTC39C
NM_001143828	HRH4
NM_001007559	SS18
NM_001650	AQP4
NM_001944	DSG3
NR_003558	WBP11P1
NR_024566	ZNF271P
NM_001099406	SLC39A6
NM_001242875	ELP2
NM_015865	SLC14A1
NM_213602	SIGLEC15
NM_001145472	LOXHD1
NM_001100817	TCEB3CL
NM_001242907	TCEB3CL2
NM_001242907	TCEB3CL2
NM_001100817	TCEB3CL
NM_001100817	TCEB3CL
NM_145653	TCEB3C
NM_145653	TCEB3C
NM_001278063	SKOR2
NM_001135937	SMAD2
NM_001003652	SMAD2
NM_005901	SMAD2
NM_005904	SMAD7
NM_001035006	RPL17
NM_001199355	RPL17-C18orf32
NM_031939	MRO
NM_002396	ME2
NM_001168335	ME2
NM_016626	MEX3C
NM_003927	MBD2
NM_015832	MBD2
NM_007195	POLI
NM_173629	DYNAP
NR_048536	LINC-ROR
NM_001257964	BOD1L2
NM_015879	ST8SIA3
NM_004852	ONECUT2
NM_000140	FECH
NM_181654	CPLX4
NM_001012513	GRP
NM_013435	RAX
NM_021127	PMAIP1
NM_017742	ZCCHC2
NM_002035	KDSR
NM_004232	SOCS6
NM_182511	CBLN2
NM_001142958	FBXO15
NM_001168499	CNDP2
NM_001044369	FAM69C
NM_175907	ZADH2
NM_005786	TSHZ1
NM_001272093	C18orf65
NR_015417	LINC00908
NR_040024	LOC100131655
NM_171999	SALL3
NM_012283	KCNG2
NM_024805	RBFA
NM_001171967	RBFA
NM_006701	TXNL4A
NR_028340	PARD6G-AS1
NM_014913	ADNP2
NR_028339	PARD6G-AS1
NM_024074	TMEM38A
NM_001278734	ZNF274
NM_198471	KANK3
NM_002850	PTPRS
NM_130855	PTPRS
NM_130853	PTPRS
NM_002068	GNA15
NM_130854	PTPRS
NM_133475	ANKRD24
NM_001031735	IZUMO4
NM_001172650	ZNF559-ZNF177
NM_152601	ZNF709
NM_001098482	CRTC1
NM_016457	PRKD2
NM_001079882	PRKD2
NM_001079881	PRKD2
NM_174945	ZNF575
NR_027381	RDH13
NM_138412	RDH13
NM_001002836	ZNF787
NM_001012729	DUXA
NM_032551	KISS1R
NM_194460	RNF126
NM_020695	REXO1
NM_032482	DOT1L
NM_003260	TLE2
NM_015898	ZBTB7A
NM_001172673	CELF5
NM_001245002	NFIC
NM_005597	NFIC
NM_001245004	NFIC
NM_021938	CELF5
NM_001245005	NFIC
NM_025241	UBXN6
NM_001164194	PLIN3
NM_005817	PLIN3
NM_134433	RFX2
NM_030924	ACSBG2
NM_001193375	NDUFA11
NM_024341	ZNF557
NM_003685	KHSRP
NM_000064	C3
NM_015318	ARHGEF18
NM_001166111	PNPLA6
NM_030957	ADAMTS10
NM_024690	MUC16
NM_015719	COL5A3
NM_199141	CARM1
NM_152357	ZNF440
NM_032377	ELOF1
NM_001127221	CACNA1A
NM_052876	NACC1
NM_000068	CACNA1A
NM_020714	ZNF490
NM_023035	CACNA1A
NM_001174080	CACNA1A
NM_014921	LPHN1
NM_004843	IL27RA
NM_032433	ZNF333
NM_001272087	SLC1A6
NM_001082	CYP4F2
NR_047665	EPS15L1
NM_001007525	NWD1
NM_024050	DDA1
NM_001130065	MYO9B
NM_015692	CPAMD8
NM_002248	KCNN1
NM_000215	JAK3
NM_000923	PDE4C
NM_015016	MAST3
NM_001492	GDF1
NM_017660	GATAD2A
NM_001017392	SUGP2
NM_133473	ZNF431
NM_007153	ZNF208
NR_003662	RPSAP58
NR_040029	LOC284395
NM_014717	ZNF536
NM_032816	CEP89
NM_001172774	DPY19L3
NM_001127895	CHST8
NM_001166056	PEPD
NM_000285	PEPD
NM_001289790	GPI
NM_001289789	GPI
NM_001184722	GPI
NM_000175	GPI
NM_001242476	ZNF345
NM_001145343	ZNF566
NM_003419	ZNF345
NM_020917	ZFP14
NR_027239	ZNF529
NM_014898	ZFP30
NM_001013659	ZNF793
NM_015073	SIPA1L3
NM_032453	ZNF527
NM_001042723	RYR1
NM_004924	ACTN4
NM_024907	FBXO17
NM_000540	RYR1
NR_104026	FBXO17
NM_001243028	AKT2
NM_001626	AKT2
NM_003890	FCGBP
NM_001001563	TIMM50
NM_020971	SPTBN4
NM_001207025	POU2F2
NM_001410	MEGF8
NM_001271938	MEGF8
NM_031451	TEX101
NM_001031749	LYPD5
NM_001042724	PVRL2
NM_019121	PPP1R37
NM_001294	CLPTM1
NM_175875	SIX5
NM_001012643	MYPOP
NM_015063	SLC8A2
NM_015168	ZC3H4
NM_004491	ARHGAP35
NM_001199753	CPT1C
NM_001136052	CPT1C
NM_052884	SIGLEC11
NM_001135163	SIGLEC11
NM_024729	MYH14
NM_018260	ZNF701
NM_182609	ZNF677
NR_104096	KIR3DX1
NR_104095	KIR3DX1
NM_001127255	NLRP7
NM_014516	CNOT3
NM_001278428	LILRB4
NR_104097	KIR3DX1
NM_024710	ISOC2
NM_134444	NLRP4
NM_176811	NLRP8
NM_001161440	PTPRH
NM_002842	PTPRH
NR_003127	ZNF542P
NM_001270938	ZNF551
NM_138347	ZNF551
NM_001277091	ZNF550
NM_001277090	ZNF550
NR_073102	ZNF551
NM_006635	ZNF460
NM_181846	ZSCAN22
NR_033266	WASH5P
NR_026820	FAM138F
NR_028324	LINC01002
NM_017550	MIER2
NM_012435	SHC2
NM_001136263	C2CD4C
NM_182577	ODF3L2
NM_130762	MADCAM1
NM_130760	MADCAM1
NM_033513	TPGS1
NM_005035	POLRMT
NM_198591	BSG
NM_001194	HCN2
NM_001728	BSG
NM_004359	CDC34
NM_005860	FSTL3
NM_001972	ELANE
NM_005481	MED16
NM_001270366	LPPR3
NM_005224	ARID3A
NM_033420	TMEM259
NM_138690	GRIN3B
NM_004368	CNN2
NM_001033026	TMEM259
NM_201277	CNN2
NM_014963	SBNO2
NM_001282335	HMHA1
NM_002695	POLR2E
NM_001282334	HMHA1
NM_012292	HMHA1
NM_001039848	GPX4
NM_001280	CIRBP
NM_000455	STK11
NM_001405	EFNA2
NM_152769	C19orf26
NM_138924	GAMT
NM_203304	MEX3D
NM_001174118	MEX3D
NM_005883	APC2
NM_001243079	PLK5
NM_001281453	MBD3
NM_001281454	MBD3
NM_003200	TCF3
NM_001136139	TCF3
NM_001178002	ATP8B3
NM_001080488	ONECUT3
NM_031213	ABHD17A
NM_138422	ADAT3
NM_031918	KLF16
NM_079834	SCAMP4
NM_001130111	ABHD17A
NM_017797	BTBD2
NM_003938	AP3D1
NM_001261826	AP3D1
NM_000479	AMH
NM_001101391	LINGO3
NM_198532	C19orf35
NM_001077238	SPPL2B
NM_015675	GADD45B
NM_145173	DIRAS1
NM_001172775	ZNF555
NM_152791	ZNF555
NM_003021	SGTA
NM_001102651	ZNF554
NM_024760	TLE6
NM_002067	GNA11
NM_020170	NCLN
NM_001145165	DOHH
NM_016263	FZR1
NM_133261	GIPC3
NM_174983	MFSD12
NM_001060	TBXA2R
NR_038865	CACTIN-AS1
NM_001267561	TJP3
NM_001267560	TJP3
NM_015174	ZFR2
NM_033064	ATCAY
NR_027149	ZFR2
NM_016539	SIRT6
NM_001193285	SIRT6
NM_018074	CCDC94
NM_020209	SHD
NM_005483	CHAF1A
NM_001199944	SH3GL1
NM_032868	MPND
NM_001080400	PLIN4
NM_052972	LRG1
NM_032108	SEMA6B
NM_152362	TNFAIP8L1
NM_019107	MYDGF
NM_018708	FEM1A
NM_001080523	ARRDC5
NM_181710	ZNRF4
NR_027064	TINCR
NM_000149	FUT3
NM_002034	FUT5
NM_001134316	PRR22
NM_004558	NRTN
NM_005934	MLLT1
NM_002096	GTF2F1
NM_003811	TNFSF9
NM_024103	SLC25A23
NM_001289123	TUBB4A
NM_024898	DENND1C
NM_001289130	TUBB4A
NM_172014	TNFSF14
NM_001288962	TRIP10
NM_001256255	EMR1
NM_144614	MBD3L2
NM_001136507	MBD3L5
NR_024075	EMR4P
NM_001164425	MBD3L3
NR_024491	LOC100128573
NM_018083	ZNF358
NM_020902	CAMSAP3
NM_020196	XAB2
NM_001144907	CLEC4M
NR_002931	CLEC4GP1
NR_026709	CLEC4M
NM_174918	MCEMP1
NM_145185	MAP2K7
NM_001195259	TGFBR3L
NM_001268285	LRRC8E
NM_001190467	PRR36
NM_206833	CTXN1
NR_033250	LYPLA2P2
NR_104345	PRR36
NM_001419	ELAVL1
NM_032447	FBN3
NM_024552	CERS4
