#name	name2
NM_013943	CLIC4
NM_145288	ZNF296
NM_006509	RELB
NM_007056	CLASRP
NM_138568	EXOC3L2
NM_212550	BLOC1S3
NM_198478	NKPD1
NM_001199867	MARK4
NM_031417	MARK4
NM_001130867	ERCC2
NM_001824	CKM
NM_177417	KLC3
NM_000400	ERCC2
NM_202001	ERCC1
NM_001114171	FOSB
NM_001166049	ERCC1
NM_001983	ERCC1
NM_001142502	PPP1R13L
NM_012099	CD3EAP
NM_006663	PPP1R13L
NM_001080401	PPM1N
NM_001017989	OPA3
NM_003370	VASP
NM_005282	GPR4
NM_025136	OPA3
NM_001163377	QPCTL
NM_017659	QPCTL
NM_001080469	FBXO46
NM_000164	GIPR
NM_030785	RSPH6A
NM_004943	DMWD
NM_004819	SYMPK
NM_001081563	DMPK
NM_004497	FOXA3
NM_001288765	DMPK
NM_015649	IRF2BP1
NM_002516	NOVA2
NM_005091	PGLYRP1
NM_001029861	NANOS2
NR_027003	DKFZp434J0226
NM_022462	HIF3A
NM_006247	PPP5C
NM_152796	HIF3A
NM_152795	HIF3A
NM_152794	HIF3A
NM_032040	CCDC8
NM_001204284	PPP5C
NM_020709	PNMAL2
NM_001103149	PNMAL1
NR_040041	DACT3-AS1
NM_145056	DACT3
NM_000960	PTGIR
NM_001039877	STRN4
NM_005628	SLC1A5
NM_013403	STRN4
NM_024301	FKRP
NM_002517	NPAS1
NM_017854	TMEM160
NM_015603	CCDC9
NM_001127241	BBC3
NM_001127240	BBC3
NM_001736	C5AR1
NM_001127242	BBC3
NM_014417	BBC3
NR_037675	INAFM1
NM_178511	INAFM1
NM_014681	DHX34
NM_020160	MEIS3
NM_001009813	MEIS3
NM_001271750	C5AR2
NM_007059	KPTN
NM_003827	NAPA
NR_038452	NAPA-AS1
NR_038457	NAPA
NM_001277075	ZNF541
NM_015711	GLTSCR1
NM_000554	CRX
NM_015710	GLTSCR2
NM_003009	SEPW1
NM_198479	TPRX1
NM_003167	SULT2A1
NR_024215	SNAR-A4
NM_001128326	BSPH1
NR_024225	SNAR-A11
NR_024224	SNAR-A7
NR_024220	SNAR-C1
NR_024220	SNAR-C1
NR_024220	SNAR-C1
NM_001159323	PLA2G4C
NM_019855	CABP5
NM_001159322	PLA2G4C
NM_022142	ELSPBP1
NM_001184901	CARD8
NM_001184900	CARD8
NR_033679	CARD8
NR_033678	CARD8
NM_199341	C19orf68
NM_144577	CCDC114
NM_001425	EMP3
NR_040599	CARD8-AS1
NM_153608	ZNF114
NM_018273	TMEM143
NM_031485	GRWD1
NM_004228	CYTH2
NM_000836	GRIN2D
NM_013348	KCNJ14
NM_017457	CYTH2
NM_001080434	LMTK3
NM_020126	SPHK2
NM_017708	FAM83E
NM_001352	DBP
NM_001204158	SPHK2
NM_001204159	SPHK2
NM_001204160	SPHK2
NM_000979	RPL18
NM_133498	SPACA4
NR_073022	RPL18
NM_019113	FGF21
NM_000148	FUT1
NM_001130915	MAMSTR
NM_000511	FUT2
NM_182574	MAMSTR
NM_017805	RASIP1
NM_001097638	FUT2
NM_145807	NTN5
NM_001161354	PLEKHA4
NM_003323	TULP2
NM_016246	HSD17B14
NM_001164773	BCAT2
NM_014330	PPP1R15A
NM_020904	PLEKHA4
NM_000737	CGB
NM_033377	CGB1
NM_006666	RUVBL2
NM_033378	CGB2
NR_073552	LOC101059948
NM_000894	LHB
NM_014475	DHDH
NR_027763	GYS1
NR_103842	PPFIA3
NM_031886	KCNA7
NM_002152	HRC
NM_006179	NTF4
NM_018111	C19orf73
NM_033142	CGB7
NM_033043	CGB5
NM_022165	LIN7B
NM_033183	CGB8
NM_003660	PPFIA3
NM_003089	SNRNP70
NM_178449	PTH2
NM_001195256	GFY
NM_001256659	TEAD2
NM_001256660	TEAD2
NM_144688	CCDC155
NM_001040031	CD37
NM_012423	RPL13A
NM_001015	RPS11
NM_001204503	FLT3LG
NM_004107	FCGRT
NM_153329	ALDH16A1
NM_017916	PIH1D1
NM_020650	RCN3
NM_001145396	ALDH16A1
NR_000018	SNORD35A
NM_001278638	FLT3LG
NM_001270491	RPL13A
NR_073024	RPL13A
NM_001197122	IRF3
NM_001197123	IRF3
NM_198318	PRMT1
NM_000951	PRRG2
NM_020719	PRR12
NM_001101340	ADM5
NM_138639	BCL2L12
NM_021228	SCAF1
NM_001040668	BCL2L12
NR_104204	BCL2L12
NR_104202	BCL2L12
NR_104201	BCL2L12
NM_130787	AP2A1
NM_001171937	FUZ
NM_014203	AP2A1
NM_021733	TSKS
NM_153718	NUP62
NM_012346	NUP62
NM_024682	TBC1D17
NM_017432	PTOV1
NR_047577	IL4I1
NM_001193357	NUP62
NM_001193646	ATF5
NM_016553	NUP62
NM_172374	IL4I1
NM_032375	AKT1S1
NM_001278160	AKT1S1
NR_040037	PTOV1-AS1
NM_012068	ATF5
NM_001025778	VRK3
NR_027257	FLJ26850
NR_002825	SIGLEC16
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024231	SNAR-B1
NR_024230	SNAR-B2
NR_024230	SNAR-B2
NR_024215	SNAR-A4
NR_024215	SNAR-A4
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024224	SNAR-A7
NR_024225	SNAR-A11
NR_024225	SNAR-A11
NR_024231	SNAR-B1
NM_152358	IZUMO2
NM_004977	KCNC3
NR_002798	NAPSB
NM_138411	FAM71E1
NM_004533	MYBPC2
NM_003121	SPIB
NM_007121	NR1H2
NM_001244000	SPIB
NM_004851	NAPSA
NR_046402	POLD1
NM_001243999	SPIB
NM_175063	EMC10
NM_002691	POLD1
NM_206538	EMC10
NM_001256849	POLD1
NM_001270641	JOSD2
NM_001270639	JOSD2
NM_001080457	LRRC4B
NM_001114598	ASPDH
NM_001024656	ASPDH
NM_001195076	C19orf81
NM_001160329	SYT3
NM_016148	SHANK1
NM_002975	CLEC11A
NM_001030048	KLK3
NM_001030047	KLK3
NM_033068	ACPT
NM_001506	GPR32
NR_102274	KLK15
NM_199249	C19orf48
NM_199250	C19orf48
NM_139277	KLK7
NM_005046	KLK7
NM_002774	KLK6
NM_004917	KLK4
NM_001243126	KLK7
NM_001012964	KLK6
NR_002948	KLKP1
NM_001198558	SIGLEC9
NM_145894	KLK12
NM_022046	KLK14
NM_002776	KLK10
NM_014441	SIGLEC9
NM_145232	CTU1
NM_144947	KLK11
NM_001167605	KLK11
NM_019598	KLK12
NM_001077500	KLK10
NM_015596	KLK13
NM_145888	KLK10
NR_047530	SIGLEC17P
NR_047531	SIGLEC17P
NR_102324	SIGLECL1
NR_102350	SIGLEC7
NM_005601	NKG7
NM_001101372	IGLON5
NM_001193623	C19orf84
NM_152353	CLDND2
NM_001163922	VSIG10L
NM_001171156	SIGLEC10
NM_001256795	LOC100129083
NM_001171158	SIGLEC10
NM_001177549	SIGLEC6
NM_001177548	SIGLEC6
NM_198846	SIGLEC6
NM_001171161	SIGLEC10
NM_014442	SIGLEC8
NM_033130	SIGLEC10
NM_053003	SIGLEC12
NM_001278392	CEACAM18
NM_007147	ZNF175
NR_034159	LINC01530
NM_001098612	SIGLEC14
NM_003830	SIGLEC5
NM_001193306	FPR1
NR_024330	SPACA6P
NM_001005738	FPR2
NR_108100	SPACA6P-AS
NM_001523	HAS1
NM_023074	ZNF649
NM_001135590	ZNF577
NM_032679	ZNF577
NM_001199324	ZNF615
NM_021632	ZNF350
NM_025040	ZNF614
NM_014650	ZNF432
NM_001031721	ZNF613
NR_103847	ZNF350-AS1
NM_001102657	ZNF836
NM_178523	ZNF616
NM_001136499	ZNF841
NR_033500	PPP2R1A
NM_001010851	ZNF766
NM_001145434	ZNF880
NM_032423	ZNF528
NM_173530	ZNF610
NM_001099694	ZNF578
NM_001277945	ZNF83
NM_001105551	ZNF83
NR_023311	ZNF137P
NM_001277951	ZNF83
NR_036599	ZNF28
NR_036600	ZNF28
NM_006969	ZNF28
NM_198457	ZNF600
NM_001202457	ZNF816
NM_207333	ZNF320
NM_001202473	ZNF816-ZNF321P
NM_001202456	ZNF816
NR_037805	ZNF321P
NM_001031665	ZNF816
NM_001191055	ERVV-2
NM_152473	ERVV-1
NM_198893	ZNF160
NM_001102603	ZNF160
NM_001172674	ZNF347
NM_001136038	ZNF415
NM_024733	ZNF665
NR_028343	ZNF415
NR_073396	ZNF818P
NM_138374	ZNF845
NM_173856	VN1R2
NM_033341	BIRC8
NM_001008401	ZNF761
NR_003148	TPM3P9
NM_001040185	ZNF765
NM_001004301	ZNF813
NM_001253800	ZNF331
NM_018555	ZNF331
NM_001079906	ZNF331
NR_002938	LOC284379
NM_001253799	ZNF331
NM_001253798	ZNF331
NM_001277129	NLRP12
NM_001277126	NLRP12
NM_001020818	MYADM
NM_001020821	MYADM
NM_001020820	MYADM
NM_001020819	MYADM
NR_102308	CACNG6
NM_031897	CACNG6
NM_031896	CACNG7
NM_031895	CACNG8
NM_206818	OSCAR
NM_001282349	OSCAR
NM_001288792	VSTM1
NM_024318	LILRA6
NM_001013	RPS9
NM_001081442	LILRB5
NM_001146056	MBOAT7
NM_024075	TSEN34
NM_001278404	LILRB2
NM_001081450	LILRB3
NM_024298	MBOAT7
NM_001077446	TSEN34
NM_005874	LILRB2
NM_001146083	MBOAT7
NM_001146082	MBOAT7
NM_006864	LILRB3
NR_104098	LILRA6
NR_103521	LILRB2
NM_002287	LAIR1
NM_006865	LILRA3
NM_001172654	LILRA3
NM_181986	LILRA5
NM_021250	LILRA5
NM_021706	LAIR1
NM_001289027	LAIR1
NM_012276	LILRA4
NM_001289026	LAIR1
NM_198988	LENG9
NM_001201461	TTYH1
NM_020659	TTYH1
NM_145057	CDC42EP5
NM_001005367	TTYH1
NM_052925	LENG8
NM_001081639	LILRB1
NM_001278319	LILRA1
NM_001278318	LILRA1
NR_103501	LILRA1
NR_107028	MIR8061
NM_001278399	LILRB1
NM_001278398	LILRB1
NM_006669	LILRB1
NM_001278430	LILRB4
NR_103502	LILRA1
NR_103518	LILRB1
NR_003061	LILRP2
NM_015868	KIR2DL3
NM_153443	KIR3DL3
NM_006737	KIR3DL2
NM_013289	KIR3DL1
NM_002000	FCAR
NM_001145458	NCR1
NM_133279	FCAR
NM_133274	FCAR
NM_002255	KIR2DL4
NM_001080772	KIR2DL4
NM_001174081	NLRP2
NM_001174083	NLRP2
NM_016363	GP6
NM_001174082	NLRP2
NM_001256017	GP6
NM_017852	NLRP2
NM_001083899	GP6
NM_017607	PPP1R12C
NM_017729	EPS8L1
NM_003180	SYT5
NM_178837	DNAAF3
NM_133180	EPS8L1
NM_001256715	DNAAF3
NM_001271618	PPP1R12C
NM_173804	TMEM86B
NM_032430	BRSK1
NM_001130106	HSPBP1
NM_012267	HSPBP1
NM_014931	PPP6R1
NM_144613	COX6B2
NM_014501	UBE2S
NM_001145176	SHISA7
NM_001145402	FAM71E2
NM_000991	RPL28
NM_001136134	RPL28
NM_000641	IL11
NM_032701	SUV420H2
NM_001267718	IL11
NM_152600	ZNF579
NM_001144950	SSC5D
NM_001101401	SBK2
NM_001199824	SBK3
NM_033113	ZNF628
NM_001195267	SSC5D
NM_020378	NAT14
NM_007279	U2AF2
NM_001130071	EPN1
NM_001163423	ZNF580
NM_013301	CCDC106
NM_032836	FIZ1
NM_203374	ZNF784
NM_001195605	ZNF865
NM_016202	ZNF580
NM_016535	ZNF581
NM_207115	ZNF580
NM_013333	EPN1
NM_153219	ZNF524
NM_145007	NLRP11
NM_001277397	RFPL4AL1
NM_176810	NLRP13
NM_153447	NLRP5
NM_018337	ZNF444
NM_001253792	ZNF444
NM_024303	ZSCAN5A
NM_022103	ZNF667
NR_037159	ZNF582-AS1
NR_030740	ZNF667
NR_037160	ZNF582-AS1
NR_036522	ZNF667-AS1
NR_036521	ZNF667-AS1
NM_020828	ZFP28
NM_021216	ZNF71
NM_020813	ZNF471
NM_001001668	ZNF470
NM_001193628	SMIM17
NM_001005850	ZNF835
NR_024059	MIMT1
NM_001146184	PEG3
NM_001146186	PEG3
NM_001146185	PEG3
NM_006210	PEG3
NM_020903	USP29
NM_052882	ZIM3
NM_003417	ZNF264
NM_001145078	ZNF805
NM_001015878	AURKC
NM_001023563	ZNF805
NM_001172773	ZNF548
NM_152909	ZNF548
NR_002166	TRAPPC2B
NM_213598	ZNF543
NM_006959	ZNF17
NM_020657	ZNF304
NM_173631	ZNF547
NM_001144068	ZNF772
NM_001199295	ZNF549
NM_001098494	ZNF419
NM_001098495	ZNF419
NM_153263	ZNF549
NM_001023561	ZNF749
NM_198542	ZNF773
NM_017879	ZNF416
NM_003435	ZNF134
NR_049752	ZNF211
NM_017652	ZNF586
NM_173632	ZNF776
NM_024833	ZNF671
NR_024162	FKBP1AP1
NM_032828	ZNF587
NM_001204817	ZNF587
NM_001144989	ZNF814
NM_001204818	ZNF587B
NM_133460	ZNF418
NM_152475	ZNF417
NM_182572	ZSCAN1
NR_036508	LOC100128398
NM_001164530	ZNF135
NM_152474	C19orf18
NM_001289402	ZNF135
NM_003436	ZNF135
NM_007134	ZNF135
NR_027135	ZSCAN18
NM_023926	ZSCAN18
NM_001145542	ZSCAN18
NM_024620	ZNF329
NM_138466	ZNF837
NM_003433	ZNF132
NM_198458	ZNF497
NM_001207009	ZNF497
NM_207395	ZNF324B
NM_001009	RPS5
NM_173548	ZNF584
NM_001195135	RNF225
NM_130786	A1BG
NR_015380	A1BG-AS1
NR_049780	ZNF837
NM_032792	ZBTB45
NR_027334	MZF1-AS1
NR_026052	CENPBD1P1
NM_003969	UBE2M
NM_017908	ZNF446
NM_001267033	MZF1
NM_005762	TRIM28
NM_003422	MZF1
NM_012254	SLC27A5
NM_198055	MZF1
NM_020884	MYH7B
NM_182734	PLCB1
NM_015192	PLCB1
NR_046099	MIR646HG
NR_109994	LOC101926889
NM_006045	ATP9A
NM_001282533	LZTS3
NM_080836	STK35
NM_001033087	MACROD2
NM_000933	PLCB4
NM_080676	MACROD2
NM_001009608	SLX4IP
NM_001242581	RIN2
NM_001207076	CNBD2
NM_002895	RBL1
NM_015035	ZHX3
NM_183404	RBL1
NM_021215	RPRD1B
NM_133170	PTPRT
NM_001174087	NCOA3
NM_175914	HNF4A
NM_181659	NCOA3
NM_001287183	HNF4A
NM_001174088	NCOA3
NM_144498	OSBPL2
NM_014835	OSBPL2
NM_001895	CSNK2A1
NM_033129	SCRT2
NM_006462	RBCK1
NM_001190899	PDYN
NM_001190892	PDYN
NM_016143	NSFL1C
NM_018839	NSFL1C
NM_006065	SIRPB1
NM_080751	TMC2
NM_080840	PTPRA
NM_023068	SIGLEC1
NM_007219	RNF24
NM_139322	ATRN
NM_001134337	RNF24
NM_139321	ATRN
NM_001009984	C20orf194
NM_203327	SLC23A2
NM_003818	CDS2
NR_024268	PRNT
NM_005116	SLC23A2
NM_152611	LRRN4
NM_001819	CHGB
NM_152504	C20orf196
NR_109953	CASC20
NM_021156	TMX4
NM_130811	SNAP25
NR_040710	SNAP25-AS1
NM_177990	PAK7
NR_109866	LOC101929413
NM_018327	SPTLC3
NM_001276380	ESF1
NM_016649	ESF1
NR_073206	SEL1L2
NM_001271539	SEL1L2
NR_073207	SEL1L2
NM_001199866	KIF16B
NM_001199865	KIF16B
NM_024704	KIF16B
NM_001201529	PCSK2
NM_006870	DSTN
NM_001014977	BANF2
NM_052865	MGME1
NM_020689	SLC24A3
NM_001167816	CFAP61
NM_015585	CFAP61
NM_020343	RALGAPA2
NR_109878	LOC101929608
NR_001558	LINC00261
NM_001252675	ACSS1
NM_025176	NINL
NM_015600	ABHD12
NM_001042472	ABHD12
NM_021067	GINS1
NR_003579	FRG1B
NR_045677	DEFB122
NM_178580	HM13
NM_080616	NOL4L
NM_172236	POFUT1
NM_053041	COMMD7
NM_015352	POFUT1
NM_030815	PDRG1
NR_034152	LOC149950
NM_001256798	NOL4L
NM_001282935	ZNF341
NM_032819	ZNF341
NM_001282933	ZNF341
NM_001032999	CBFA2T2
NR_104259	ZNF341
NM_021202	TP53INP2
NM_080476	PIGU
NM_007367	RALY
NM_016732	RALY
NM_006690	MMP24
NM_016436	PHF20
NM_001145317	DSN1
NM_001258331	EPB41L1
NM_015474	SAMHD1
NM_175077	SLA2
NM_001145318	DSN1
NM_177996	EPB41L1
NM_024918	DSN1
NM_001145316	DSN1
NM_014902	DLGAP4
NM_183006	DLGAP4
NM_080607	VSTM2L
NM_001281495	CTNNBL1
NM_152503	MROH8
NR_040021	LOC100287792
NM_001725	BPI
NR_033905	DHX35
NM_080552	SLC32A1
NM_015568	PPP1R16B
NM_032221	CHD6
NM_001098798	TOX2
NM_001098796	TOX2
NM_032883	TOX2
NM_002466	MYBL2
NM_000022	ADA
NM_003404	YWHAB
NM_024331	TTPAL
NM_001039199	TTPAL
NM_001205317	RIMS4
NM_006282	STK4
NM_139323	YWHAB
NM_022104	PCIF1
NM_020967	NCOA5
NM_021248	CDH22
NM_020398	EPPIN
NM_001281778	ZMYND8
NM_172110	EYA2
NM_022829	SLC13A3
NM_030777	SLC2A10
NM_001193342	SLC13A3
NM_005244	EYA2
NM_001281784	ZMYND8
NM_001161841	SULF2
NM_018837	SULF2
NM_198596	SULF2
NR_045796	CSE1L
NM_006420	ARFGEF2
NM_020820	PREX1
NM_002827	PTPN1
NM_001278655	LINC01272
NR_027889	TMEM189
NR_048537	SLC9A8
NR_048538	SLC9A8
NM_001278618	PTPN1
NM_198799	BCAS4
NM_001136021	NFATC2
NM_001282531	ADNP
NM_012340	NFATC2
NM_173091	NFATC2
NM_181442	ADNP
NM_001258292	NFATC2
NM_001258295	NFATC2
NM_001258294	NFATC2
NM_001258296	NFATC2
NM_017843	BCAS4
NM_199427	ZFP64
NR_110038	LINC01524
NM_001193421	TSHZ2
NM_173485	TSHZ2
NM_018431	DOK5
NM_001719	BMP7
NM_017495	RBM38
NM_199171	PMEPA1
NM_199170	PMEPA1
NM_001255976	PMEPA1
NR_072975	CTCFL
NM_199169	PMEPA1
NM_001269044	CTCFL
NM_001269041	CTCFL
NM_001269049	CTCFL
NM_001269054	CTCFL
NR_037945	STX16-NPEPL1
NM_001195677	VAPB
NM_001204873	NPEPL1
NM_001204872	NPEPL1
NM_024663	NPEPL1
NM_020673	RAB22A
NR_036633	VAPB
NM_080672	PHACTR3
NM_001199506	PHACTR3
NM_178457	ZNF831
NM_001252339	CDH4
NM_001252338	CDH4
NM_001794	CDH4
NM_003185	TAF4
NM_006602	TCFL5
NM_002531	NTSR1
NR_003244	HAR1A
NM_025224	ZBTB46
NM_012469	PRPF6
NM_003288	TPD52L2
NM_001243892	TPD52L2
NM_001958	EEF1A2
NM_139074	DEFB127
NM_207469	DEFB132
NM_080831	DEFB129
NM_033089	ZCCHC3
NM_006943	SOX12
NR_109990	NRSN2-AS1
NM_024958	NRSN2
NM_021158	TRIB3
NM_144628	TBC1D20
NM_080725	SRXN1
NM_004609	TCF15
NM_033409	SLC52A3
NM_001289145	FAM110A
NM_031424	FAM110A
NM_207121	FAM110A
NM_015985	ANGPT4
NM_001042353	FAM110A
NM_001040007	RSPO4
NM_001029871	RSPO4
NM_006814	PSMF1
NM_178578	PSMF1
NM_015685	SDCBP2
NM_014723	SNPH
NM_001199784	SDCBP2
NM_001009612	C20orf202
NM_054014	FKBP1A
NM_001199786	FKBP1A
NM_001134836	SIRPB2
NM_178460	SIRPD
NM_001122962	SIRPB2
NM_018556	SIRPG
NM_001135844	SIRPB1
NR_110090	SIRPG-AS1
NR_037142	LOC100289473
NM_001040022	SIRPA
NM_080792	SIRPA
NM_001040023	SIRPA
NM_001287682	LOC388780
NM_003245	TGM3
NM_001254734	TGM6
NM_001282499	ZNF343
NM_001282498	ZNF343
NM_024325	ZNF343
NR_027700	NOP56
NM_001110514	EBF4
NM_006899	IDH3B
NM_080413	VPS16
NM_019609	CPXM1
NM_001167670	TMEM239
NM_001271168	PCED1A
NM_001267584	UBOX5
NM_014948	UBOX5
NR_038395	UBOX5-AS1
NM_000915	OXT
NM_000490	AVP
NM_199415	UBOX5
NM_032034	SLC4A11
NM_023935	DDRGK1
NM_001174089	SLC4A11
NM_001174090	SLC4A11
NM_181493	ITPA
NM_025220	ADAM33
NM_022139	GFRA4
NM_001282447	ADAM33
NM_021873	CDC25B
NM_052970	HSPA12B
NM_001197327	HSPA12B
NM_001810	CENPB
NM_015417	SPEF1
NM_001287516	CDC25B
NR_047675	C20orf27
NR_109859	LOC101929125
NM_153638	PANK2
NM_001206491	MAVS
NM_020746	MAVS
NR_037921	MAVS
NM_175840	SMOX
NM_175839	SMOX
NR_033917	LINC01433
NM_001270691	SMOX
NM_000678	ADRA1D
NM_012409	PRND
NM_001080121	PRNP
NM_014737	RASSF2
NM_001009924	TMEM230
NR_028370	PCNA-AS1
NM_001009923	TMEM230
NR_029405	LOC643406
NR_038240	LINC00658
NR_015406	LINC00654
NM_019593	GPCPD1
NM_001127458	CRLS1
NM_001281467	TRMT6
NM_015939	TRMT6
NM_001281521	MCM8
NR_110101	MCM8-AS1
NM_017671	FERMT1
NM_001200	BMP2
NM_012261	LAMP5
NR_109957	LAMP5-AS1
NR_109861	LOC101929371
NM_022096	ANKEF1
NM_198798	ANKEF1
NM_000214	JAG1
NR_038972	LOC339593
NR_109868	LOC101929486
NR_109872	LOC102606466
NR_029377	NDUFAF5
NM_198391	FLRT3
NM_198220	SNRPB2
NM_020157	OTOR
NM_004587	RRBP1
NM_001042576	RRBP1
NM_014426	SNX5
NM_152227	SNX5
NM_001282454	SNX5
NM_021220	OVOL2
NM_020536	CSRP2BP
NM_001164811	PET117
NR_028402	CSRP2BP
NM_001099407	DZANK1
NM_006606	RBBP9
NM_001282526	POLR3F
NM_001172745	SEC23B
NM_001242671	C20orf78
NR_026885	LOC100270804
NR_026884	LINC00652
NR_026883	LINC00652
NR_024564	LOC100130264
NM_001278628	CRNKL1
NM_016652	CRNKL1
NM_001278625	CRNKL1
NM_181527	NAA20
NM_002196	INSM1
NM_001163022	KIZ
NR_109956	KIZ-AS1
NM_033176	NKX2-4
NM_002509	NKX2-2
NM_006192	PAX1
NM_001257096	PAX1
NR_027090	LOC284788
NM_153675	FOXA2
NM_021784	FOXA2
NM_012072	CD93
NM_000361	THBD
NM_001052	SSTR4
NR_034149	LINC00656
NM_013248	NXT1
NM_138283	CSTL1
NM_001283026	NAPB
NM_022482	GZF1
NM_130794	CST11
NR_104266	NAPB
NM_080610	CST9L
NM_001008693	CST9
NM_000099	CST3
NM_001288614	CST3
NM_001898	CST1
NM_178311	GGTLC1
NM_001900	CST5
NR_040102	FLJ33581
NM_199425	VSX1
NR_027092	LOC284798
NR_027091	LOC284798
NM_001256271	VSX1
NM_002862	PYGB
NM_001247	ENTPD6
NM_001114089	ENTPD6
NM_152667	NANP
NR_026714	FAM182B
NR_027061	FAM182B
NR_110001	LOC101926935
NR_110003	LOC101926955
NR_026713	FAM182A
NR_004846	LOC100134868
NR_003678	NCOR1P1
NR_040095	MIR663AHG
NR_030386	MIR663A
NR_045115	MLLT10P1
NM_153323	DEFB119
NR_073153	DEFB119
NM_014012	REM1
NR_003677	MCTS2P
NM_181353	ID1
NM_002165	ID1
NR_046853	HM13-AS1
NM_012112	TPX2
NM_080611	DUSP15
NM_177991	DUSP15
NM_004118	FOXS1
NM_001008409	TTLL9
NM_001012644	DUSP15
NM_080625	CCM2L
NM_001011718	XKR7
NM_002657	PLAGL2
NM_014742	TM9SF4
NM_004798	KIF3B
NM_001164603	ASXL1
NM_182584	C20orf203
NM_175849	DNMT3B
NM_175848	DNMT3B
NM_012325	MAPRE1
NM_174897	BPIFB6
NR_026760	BPIFA4P
NM_001042439	BPIFA3
NM_130852	BPIFA1
NM_033197	BPIFB1
NM_005093	CBFA2T2
NM_001039709	CBFA2T2
NM_005225	E2F1
NM_183397	PXMP4
NM_001024675	ACTL10
NM_031232	NECAB3
NM_080825	C20orf144
NM_007238	PXMP4
NM_176812	CHMP4B
NM_003908	EIF2S2
NM_000687	AHCY
NM_001672	ASIP
NM_181509	MAP1LC3A
NM_018677	ACSS2
NM_178026	GGT7
NM_199368	TRPC4AP
NM_015638	TRPC4AP
NM_001145025	EDEM2
NM_006404	PROCR
NM_181468	EIF6
NM_178468	FAM83C
NM_002212	EIF6
NR_102705	MMP24-AS1
NR_102706	MMP24-AS1
NM_000557	GDF5
NM_003116	SPAG4
NM_001198840	RBM12
NM_080748	ROMO1
NM_033630	SCAND1
NM_016558	SCAND1
NR_027451	LINC00657
NM_001271874	AAR2
NM_001199515	TGIF2
NM_032013	NDRG3
NM_022477	NDRG3
NM_199181	SOGA1
NM_080627	SOGA1
NM_002951	RPN2
NM_022077	MANBAL
NM_181689	NNAT
NR_047461	LINC00489
NM_014657	TTI1
NM_198951	TGM2
NM_001029864	KIAA1755
NM_004139	LBP
NR_015366	SNHG17
NR_003239	SNHG11
NM_001164431	ARHGAP40
NM_030919	FAM83D
NR_109936	LINC01370
NM_005461	MAFB
NM_182811	PLCG1
NM_052846	EMILIN3
NR_110004	LOC101927159
NM_006275	SRSF6
NM_015478	L3MBTL1
NR_034009	SRSF6
NM_032107	L3MBTL1
NM_016004	IFT52
NM_016470	OSER1
NM_020433	JPH2
NR_038337	OSER1-AS1
NM_175913	JPH2
NM_001256737	GDAP1L1
NM_178491	R3HDML
NM_000457	HNF4A
NR_109893	LINC01430
NM_022358	KCNK15
NM_003881	WISP2
NR_034104	LINC01260
NM_001124756	PABPC1L
NM_006809	TOMM34
NR_038341	STK4-AS1
NM_002251	KCNS1
NM_145652	WFDC5
NM_014276	RBPJL
NM_001197129	SYS1
NM_001281449	RBPJL
NM_002999	SDC4
NM_030592	MATN4
NM_030590	MATN4
NM_001099791	SYS1
NM_003833	MATN4
NR_047694	PIGT
NM_015937	PIGT
NM_178455	SPINT4
NM_172005	WFDC13
NM_080614	WFDC3
NM_172006	WFDC10B
NM_033421	SNX21
NM_182676	PLTP
NM_001167594	CTSA
NM_003279	TNNC2
NM_080603	ZSWIM1
NM_080749	NEURL2
NM_001278535	NEURL2
NR_037628	ZSWIM3
NM_001042633	SNX21
NM_020708	SLC12A5
NM_004994	MMP9
NM_022095	ZNF335
NM_001134771	SLC12A5
NM_001250	CD40
NM_133171	ELMO2
NM_173073	SLC35C2
NR_045983	ZNF663P
NM_080721	OCSTAMP
NR_026640	MKRN7P
NM_033550	TP53RK
NR_024594	LOC100131496
NR_026958	LINC00494
NM_004602	STAU1
NM_017452	STAU1
NR_036658	ZFAS1
NM_021035	ZNFX1
NM_004975	KCNB1
NM_000961	PTGIS
NM_004776	B4GALT5
NM_005985	SNAI1
NM_001135773	SPATA2
NM_006038	SPATA2
NM_018683	RNF114
NR_051976	TRERNA1
NM_001257394	UBE2V1
NM_001257398	UBE2V1
NM_001282579	UBE2V1
NM_001285878	CEBPB
NM_001285879	CEBPB
NR_034124	LINC01270
NM_080829	FAM65C
NM_032521	PARD6B
NM_002237	KCNG1
NM_014484	MOCS3
NM_020436	SALL4
NM_022088	ZFP64
NM_018197	ZFP64
NM_199426	ZFP64
NM_006526	ZNF217
NR_110051	LOC101927770
NR_002189	SUMO1P1
NM_003657	BCAS1
NM_001128915	CYP24A1
NM_000782	CYP24A1
NR_110064	LINC01441
NM_080617	CBLN4
NM_019888	MC3R
NM_198436	AURKA
NM_198433	AURKA
NM_020356	CASS4
NM_080821	FAM210B
